aX,aY,aZ,gX,gY,gZ
-0.310,0.040,0.922,-4.883,2.625,-3.845
-0.295,0.039,0.893,-5.493,2.319,-5.005
-0.292,0.030,0.869,-4.517,0.671,-5.737
-0.285,0.041,0.856,-4.333,-0.732,-5.249
-0.272,0.048,0.840,-5.554,-2.075,-4.639
-0.265,0.041,0.840,-3.967,-3.113,-3.906
-0.264,0.041,0.852,-2.258,-3.357,-2.808
-0.266,0.046,0.861,-2.747,-2.625,-1.770
-0.268,0.055,0.884,-3.601,-1.465,-0.854
-0.278,0.056,0.921,-2.502,-0.732,-0.610
-0.286,0.056,0.946,-1.587,-0.244,-0.793
-0.289,0.055,0.966,-0.916,0.061,-0.977
-0.295,0.052,0.996,-0.183,0.000,-1.282
-0.296,0.052,1.011,-0.122,0.671,-1.221
-0.302,0.052,1.024,0.366,0.854,-1.282
-0.308,0.048,1.023,1.343,0.732,-0.977
-0.318,0.048,1.009,0.305,0.916,-0.549
-0.322,0.052,1.016,-1.648,0.427,0.183
-0.324,0.055,1.004,-1.831,-0.366,0.732
-0.342,0.060,1.005,-1.526,-1.953,1.770
-0.337,0.070,1.008,-2.625,-3.540,1.892
-0.338,0.062,1.027,-1.221,-6.226,1.221
-0.339,0.056,1.046,-1.099,-7.568,1.038
-0.333,0.063,1.061,-2.686,-6.653,1.160
-0.328,0.057,1.072,-4.517,-5.981,0.793
-0.333,0.055,1.093,-5.310,-6.531,0.854
-0.349,0.038,1.109,-5.798,-6.592,0.916
-0.349,0.036,1.121,-6.958,-5.798,1.038
-0.372,0.027,1.122,-7.935,-5.554,0.305
-0.384,0.031,1.119,-9.705,-6.470,-0.549
-0.399,0.007,1.095,-11.963,-7.446,-2.747
-0.394,0.003,1.063,-13.123,-7.507,-5.066
-0.391,0.010,1.007,-14.099,-7.385,-7.690
-0.379,0.029,0.965,-18.127,-7.568,-10.803
-0.350,0.031,0.885,-20.691,-8.606,-15.381
-0.315,0.020,0.799,-20.020,-12.146,-18.982
-0.269,0.003,0.720,-19.348,-16.968,-20.691
-0.240,-0.016,0.659,-18.433,-20.996,-20.203
-0.216,-0.006,0.560,-18.799,-23.132,-18.188
-0.213,-0.005,0.432,-14.221,-24.902,-15.747

-0.467,-0.608,1.973,89.844,78.308,111.084
-0.721,-0.650,2.014,86.426,67.688,109.375
-0.822,-0.618,2.029,69.275,57.861,99.121
-0.874,-0.632,1.992,55.847,50.598,80.017
-0.896,-0.626,1.985,54.565,36.316,63.782
-0.870,-0.520,1.967,44.922,26.794,47.852
-0.796,-0.497,1.924,38.635,21.362,27.222
-0.724,-0.510,1.936,34.241,14.221,8.179
-0.643,-0.495,1.947,26.550,8.057,-3.357
-0.586,-0.482,1.950,15.991,5.615,-9.216
-0.549,-0.468,1.915,4.150,7.202,-12.634
-0.518,-0.468,1.832,-6.958,12.024,-13.977
-0.488,-0.491,1.724,-15.503,16.724,-13.794
-0.516,-0.489,1.636,-22.827,18.738,-11.475
-0.524,-0.473,1.515,-27.527,17.334,-8.301
-0.513,-0.466,1.413,-30.273,10.315,-8.789
-0.521,-0.491,1.411,-27.222,-6.348,-10.132
-0.538,-0.483,1.451,-22.644,-23.682,-10.376
-0.545,-0.469,1.500,-19.470,-36.560,-10.620
-0.571,-0.474,1.564,-18.311,-43.884,-12.817
-0.603,-0.444,1.633,-22.095,-46.387,-15.991
-0.614,-0.422,1.665,-28.748,-46.997,-20.386
-0.620,-0.413,1.663,-36.743,-45.044,-25.818
-0.597,-0.360,1.602,-50.049,-40.466,-31.555
-0.483,-0.343,1.494,-62.134,-36.682,-39.124
-0.485,-0.313,1.424,-68.359,-34.790,-45.471
-0.437,-0.254,1.309,-76.233,-33.203,-50.171
-0.348,-0.253,1.173,-83.008,-31.433,-55.481
-0.277,-0.234,1.044,-83.801,-32.349,-56.335
-0.221,-0.176,0.906,-80.627,-34.729,-54.016
-0.151,-0.107,0.758,-74.951,-40.894,-50.781
-0.112,-0.082,0.697,-70.313,-51.331,-48.706
-0.041,-0.049,0.645,-75.073,-52.795,-48.035
0.015,-0.024,0.550,-75.256,-47.607,-46.021
0.040,-0.008,0.416,-70.190,-41.016,-42.969
0.056,0.021,0.318,-68.115,-36.011,-39.185
0.061,0.039,0.246,-65.552,-33.325,-34.973
0.050,0.044,0.202,-60.364,-31.921,-29.663
0.016,0.033,0.195,-56.396,-28.992,-24.292
-0.032,0.018,0.212,-52.979,-24.536,-18.921
-0.073,0.020,0.233,-50.903,-17.944,-13.977
-0.123,0.020,0.234,-47.668,-9.338,-10.925
-0.171,0.032,0.231,-43.701,-1.892,-10.071
-0.202,0.033,0.192,-38.086,3.113,-11.047
-0.212,0.039,0.180,-30.151,2.441,-12.207
-0.214,0.058,0.190,-19.958,-3.967,-12.390
-0.216,0.057,0.233,-8.118,-11.719,-12.878
-0.230,0.040,0.312,0.610,-17.639,-13.062
-0.237,0.025,0.419,5.554,-19.226,-11.658
-0.243,-0.003,0.503,8.911,-15.137,-8.850
-0.253,0.005,0.579,12.024,-9.155,-3.540
-0.286,0.016,0.654,11.414,-4.028,0.854
-0.323,0.019,0.728,10.864,-0.305,2.930
-0.357,0.017,0.791,10.315,3.906,3.967
-0.399,0.001,0.860,11.719,6.775,4.272
-0.435,0.001,0.946,9.766,9.888,4.211
-0.459,0.010,0.994,5.249,15.503,3.052
-0.482,0.024,1.015,2.991,20.508,0.977
-0.482,0.029,1.010,-0.366,23.804,-1.404
-0.486,0.028,1.014,-4.211,24.536,-2.930
-0.482,0.036,1.000,-6.653,24.414,-3.540
-0.477,0.053,0.991,-7.324,21.973,-3.906
-0.466,0.052,1.004,-7.812,17.395,-5.127
-0.451,0.059,1.019,-7.141,13.733,-5.859
-0.430,0.058,1.009,-6.531,12.695,-6.287
-0.410,0.065,0.989,-5.981,12.817,-6.287
-0.392,0.068,0.974,-5.493,12.207,-5.798
-0.371,0.077,0.969,-5.920,11.292,-5.005
-0.354,0.078,0.963,-4.517,10.193,-3.662
-0.339,0.075,0.969,-2.747,8.484,-2.502
-0.324,0.071,0.989,-2.014,7.141,-1.465
-0.318,0.065,0.997,-1.221,7.202,0.427
-0.332,0.060,1.000,2.258,6.104,2.747
-0.359,0.045,1.005,3.662,4.272,4.822
-0.392,0.038,1.013,2.747,3.906,5.554
-0.399,0.032,1.011,-0.977,4.944,3.845
-0.395,0.030,0.983,-3.967,6.958,2.258
-0.387,0.025,0.948,-4.456,7.629,1.770
-0.388,0.037,0.927,-3.479,6.592,2.258
-0.395,0.034,0.906,-2.136,4.517,2.258
-0.397,0.027,0.896,-2.441,2.319,1.404
-0.391,0.022,0.901,-3.723,0.671,0.671
-0.384,0.019,0.903,-3.540,-0.183,0.244
-0.369,0.031,0.900,-3.540,-0.427,0.305
-0.353,0.031,0.896,-3.052,-0.793,-0.122
-0.346,0.031,0.889,-2.258,-0.854,-0.610
-0.346,0.036,0.894,-2.747,-1.038,-0.061
-0.344,0.037,0.899,-4.150,-0.244,0.366
-0.348,0.036,0.907,-3.357,0.610,0.488
-0.351,0.046,0.915,-2.319,0.916,0.854
-0.358,0.052,0.930,-1.892,0.977,0.610
-0.363,0.052,0.937,-2.197,0.916,0.122
-0.358,0.060,0.937,-3.967,1.892,0.061
-0.350,0.063,0.927,-4.028,2.625,0.366
-0.351,0.058,0.930,-3.601,2.197,0.854
-0.362,0.062,0.953,-3.235,1.038,1.465
-0.383,0.049,0.972,-2.258,-0.488,1.953
-0.390,0.053,0.971,-2.075,-0.305,2.380
-0.393,0.053,0.977,-3.723,0.854,1.953
-0.394,0.054,0.988,-5.554,1.404,1.038
-0.389,0.060,0.990,-7.446,2.197,0.427
-0.383,0.059,0.987,-8.362,2.441,-0.183
-0.370,0.062,0.979,-9.338,2.869,-0.427
-0.370,0.070,0.974,-10.620,2.991,0.244
-0.363,0.091,0.973,-11.719,2.502,0.610
-0.364,0.082,0.981,-10.986,0.488,0.305
-0.358,0.083,0.989,-12.329,0.061,0.732
-0.356,0.086,0.985,-12.817,1.099,1.831
-0.359,0.090,0.983,-11.719,1.038,3.113
-0.376,0.080,0.984,-11.108,0.610,3.845
-0.393,0.071,0.977,-10.071,0.671,3.967
-0.405,0.069,0.974,-10.010,0.977,3.601
-0.414,0.054,0.984,-10.925,0.916,2.502
-0.418,0.054,1.002,-12.878,0.671,1.892
-0.419,0.061,1.000,-14.160,0.671,1.404
-0.415,0.060,0.962,-15.564,2.441,-0.061
-0.415,0.045,0.919,-15.259,2.747,-1.526
-0.412,0.052,0.904,-13.916,0.549,-1.892
-0.423,0.054,0.897,-13.550,-2.747,-2.563

-0.352,-0.901,2.048,139.709,114.380,75.928
-0.643,-1.052,2.206,122.864,130.310,86.975
-0.724,-0.864,2.087,96.436,138.184,104.248
-0.867,-0.579,2.020,71.533,127.869,106.628
-0.829,-0.508,1.899,59.448,106.506,82.520
-0.766,-0.568,1.948,50.842,72.876,48.340
-0.713,-0.598,2.082,40.222,44.373,25.879
-0.614,-0.476,2.026,21.362,41.321,11.536
-0.533,-0.426,1.909,10.803,37.048,-1.526
-0.453,-0.443,1.885,1.587,26.123,-13.428
-0.376,-0.428,1.849,-8.606,21.362,-18.616
-0.326,-0.385,1.761,-15.930,23.499,-18.555
-0.292,-0.352,1.640,-22.705,27.344,-17.578
-0.280,-0.366,1.549,-26.489,27.954,-16.785
-0.276,-0.330,1.428,-26.367,24.902,-13.977
-0.314,-0.337,1.386,-19.531,11.108,-8.301
-0.318,-0.328,1.368,-17.822,-0.916,-5.249
-0.378,-0.343,1.347,-10.620,-11.108,-2.930
-0.374,-0.308,1.298,-9.705,-19.165,-0.854
-0.398,-0.316,1.308,-5.737,-30.640,-0.977
-0.406,-0.332,1.337,-2.625,-39.795,-1.892
-0.445,-0.318,1.384,-2.075,-46.204,-2.380
-0.461,-0.302,1.435,-4.089,-49.744,-3.967
-0.450,-0.317,1.458,-8.362,-51.636,-8.118
-0.453,-0.326,1.499,-10.925,-54.504,-12.024
-0.461,-0.338,1.558,-13.794,-57.983,-15.076
-0.479,-0.344,1.591,-18.982,-58.838,-18.860
-0.482,-0.345,1.589,-25.452,-60.120,-23.071
-0.495,-0.340,1.577,-33.325,-62.561,-28.320
-0.460,-0.325,1.523,-41.992,-65.125,-34.241
-0.425,-0.325,1.439,-47.974,-68.237,-41.199
-0.389,-0.312,1.369,-53.345,-71.777,-47.424
-0.310,-0.323,1.273,-58.777,-72.937,-53.345
-0.268,-0.306,1.182,-59.692,-71.350,-55.542
-0.236,-0.243,1.087,-65.979,-67.139,-54.504
-0.187,-0.250,0.996,-77.271,-61.096,-54.504
-0.109,-0.199,0.880,-89.233,-52.551,-53.101
-0.054,-0.191,0.744,-96.191,-44.495,-50.903
-0.017,-0.136,0.622,-93.628,-39.856,-47.363
0.015,-0.082,0.493,-91.309,-36.743,-43.396
0.045,-0.042,0.375,-85.266,-36.499,-41.138
0.041,0.004,0.271,-77.026,-37.842,-39.246
0.030,-0.023,0.205,-69.519,-39.612,-38.574
0.025,-0.053,0.199,-63.293,-41.687,-34.851
-0.010,-0.048,0.232,-56.702,-41.138,-26.367
-0.065,-0.042,0.283,-51.392,-35.522,-18.250
-0.136,-0.027,0.341,-49.561,-27.344,-12.939
-0.183,-0.004,0.366,-50.110,-16.785,-11.108
-0.215,0.021,0.312,-49.011,-5.798,-12.634
-0.208,0.061,0.260,-44.067,-0.488,-15.625
-0.204,0.083,0.243,-36.560,-2.075,-19.348
-0.185,0.087,0.243,-28.015,-5.432,-22.888
-0.178,0.076,0.235,-20.020,-8.301,-23.560
-0.155,0.067,0.302,-10.498,-12.939,-19.287
-0.173,0.068,0.380,-3.906,-11.353,-12.329
-0.222,0.058,0.470,2.258,-7.690,-3.906
-0.279,0.062,0.556,6.042,-2.502,3.784
-0.334,0.073,0.601,8.362,4.456,10.071
-0.386,0.067,0.645,11.169,8.850,13.062
-0.425,0.065,0.711,10.742,9.766,13.367
-0.470,0.034,0.791,11.475,9.644,11.841
-0.496,0.026,0.866,9.460,12.695,10.620
-0.500,0.048,0.885,6.348,18.921,8.606
-0.486,0.050,0.900,5.615,22.034,4.700
-0.464,0.023,0.927,4.028,21.851,1.038
-0.449,0.030,0.977,3.418,20.569,0.183
-0.431,0.042,0.999,4.028,20.081,0.183
-0.431,0.034,1.019,3.906,19.897,-0.305
-0.415,0.041,1.031,1.709,20.081,-0.061
-0.405,0.055,1.044,-0.122,20.142,0.366
-0.383,0.061,1.055,-0.977,18.982,0.000
-0.385,0.055,1.067,-0.549,17.212,-0.061
-0.374,0.067,1.054,-0.244,16.052,1.038
-0.367,0.058,1.036,-1.526,15.686,1.099
-0.356,0.067,1.017,-3.052,15.015,2.075
-0.346,0.069,1.008,-3.174,12.878,3.357
-0.348,0.051,1.023,-1.526,9.583,4.456
-0.364,0.045,1.028,-0.183,7.080,6.104
-0.385,0.052,1.013,-0.244,5.432,7.874
-0.403,0.039,1.004,-1.648,4.822,7.751
-0.413,0.024,0.990,-2.502,4.639,7.202
-0.419,0.027,0.976,-2.991,5.127,7.263
-0.431,0.030,0.957,-3.479,5.432,6.592
-0.424,0.034,0.926,-5.432,6.165,4.578
-0.411,0.035,0.903,-7.080,6.348,2.197
-0.388,0.036,0.879,-8.911,6.226,0.122
-0.367,0.028,0.860,-9.338,6.226,-1.160
-0.357,0.029,0.859,-8.972,6.287,-1.404
-0.356,0.039,0.859,-9.033,5.981,-0.793
-0.350,0.039,0.860,-9.521,6.470,-0.610
-0.337,0.040,0.859,-10.010,7.751,-0.610
-0.329,0.043,0.862,-9.766,8.789,-0.610
-0.320,0.041,0.875,-8.911,8.972,-0.671
-0.322,0.043,0.886,-8.118,10.010,0.305
-0.313,0.052,0.891,-8.850,11.841,1.038
-0.316,0.044,0.902,-7.690,12.085,1.160
-0.324,0.043,0.923,-6.653,11.292,1.953
-0.327,0.047,0.931,-5.249,10.620,3.235
-0.320,0.053,0.923,-2.686,9.766,4.272
-0.318,0.096,0.914,-0.122,6.409,4.578
-0.403,0.056,0.956,2.380,3.052,2.014
-0.379,-0.016,0.955,-0.122,4.028,-0.610
-0.358,0.046,0.947,-5.493,6.042,2.197
-0.364,0.058,0.941,-5.188,5.981,3.052
-0.337,0.037,0.952,-5.127,4.089,0.427
-0.337,0.068,0.945,-2.563,1.648,-0.366
-0.418,0.035,0.980,1.831,-0.366,-1.648
-0.386,-0.004,0.982,0.244,0.488,-2.991
-0.356,0.040,0.970,-4.395,3.540,-1.770
-0.379,0.077,0.958,-4.639,5.981,-1.587
-0.372,0.055,0.951,-7.324,7.080,-4.089
-0.336,0.045,0.944,-9.460,6.653,-4.944
-0.333,0.084,0.945,-9.033,5.615,-3.296
-0.298,0.079,0.935,-8.362,5.005,-2.808
-0.305,0.096,0.951,-6.165,3.662,-2.563
-0.359,0.073,0.972,-2.563,2.563,-1.831
-0.336,0.057,0.976,-3.296,2.808,-0.244
-0.346,0.097,0.973,-7.263,5.005,2.808
-0.351,0.099,0.957,-8.545,6.836,3.479

-0.577,-0.787,2.001,154.114,100.159,63.721
-0.591,-0.844,2.135,123.657,127.014,59.082
-0.607,-0.838,2.132,98.083,145.630,53.528
-0.667,-0.676,2.121,88.013,135.559,50.842
-0.618,-0.632,2.213,80.811,94.910,39.673
-0.497,-0.577,2.270,63.965,52.917,23.315
-0.494,-0.498,2.411,52.551,18.921,7.812
-0.355,-0.489,2.518,38.757,-0.610,-9.338
-0.306,-0.522,2.624,27.405,-6.287,-18.250
-0.258,-0.471,2.540,3.723,8.728,-15.930
-0.175,-0.389,2.259,-23.315,28.198,-8.789
-0.215,-0.287,1.987,-39.734,34.973,-3.601
-0.251,-0.348,1.762,-45.715,30.151,-4.150
-0.268,-0.374,1.616,-49.927,18.677,-2.380
-0.309,-0.354,1.474,-51.453,8.484,2.136
-0.304,-0.354,1.325,-46.997,-1.892,3.479
-0.312,-0.381,1.277,-38.391,-16.846,2.625
-0.359,-0.400,1.313,-27.832,-33.813,3.235
-0.411,-0.412,1.365,-19.653,-46.265,3.967
-0.449,-0.433,1.411,-14.954,-53.894,2.502
-0.503,-0.437,1.464,-15.564,-57.556,-0.305
-0.508,-0.402,1.498,-20.264,-57.800,-4.272
-0.514,-0.364,1.516,-26.184,-55.969,-12.146
-0.473,-0.350,1.514,-33.691,-56.152,-22.034
-0.461,-0.329,1.527,-42.786,-58.167,-30.212
-0.351,-0.304,1.468,-53.101,-59.143,-36.377
-0.333,-0.294,1.408,-60.120,-58.594,-41.016
-0.285,-0.299,1.333,-68.604,-56.641,-43.091
-0.211,-0.282,1.259,-76.721,-55.115,-41.870
-0.143,-0.235,1.173,-82.642,-53.650,-38.635
-0.094,-0.176,1.080,-85.876,-50.964,-35.522
-0.083,-0.133,0.984,-87.402,-49.805,-33.875
-0.054,-0.128,0.882,-91.125,-47.913,-32.776
-0.006,-0.084,0.747,-99.976,-38.086,-28.931
0.058,-0.011,0.545,-103.088,-27.283,-23.254
0.091,0.036,0.374,-97.229,-25.879,-20.142
0.109,0.082,0.270,-88.989,-31.494,-18.860
0.109,0.094,0.186,-78.247,-36.560,-19.226
0.090,0.053,0.131,-66.589,-40.161,-18.921
0.068,0.044,0.141,-56.213,-42.603,-13.733
0.040,0.059,0.155,-46.448,-41.260,-6.348
-0.006,0.066,0.186,-37.476,-37.415,-0.488
-0.058,0.055,0.239,-28.198,-33.142,4.150
-0.104,0.047,0.277,-20.874,-27.100,8.240
-0.166,0.046,0.306,-16.357,-19.470,11.597
-0.197,0.057,0.322,-14.160,-10.803,13.245
-0.221,0.057,0.307,-8.972,-3.540,12.512
-0.226,0.063,0.309,-3.296,-0.183,11.047
-0.243,0.065,0.313,1.648,2.808,9.460
-0.255,0.054,0.324,8.301,2.136,8.667
-0.271,0.027,0.367,16.052,-1.587,9.155
-0.306,-0.000,0.479,18.860,-4.700,11.169
-0.327,0.020,0.579,19.104,-3.418,13.428
-0.359,0.029,0.645,20.691,0.366,13.428
-0.384,0.006,0.741,20.203,3.052,11.047
-0.415,-0.014,0.806,20.386,4.761,9.033
-0.434,-0.019,0.879,17.151,6.348,7.385
-0.449,-0.041,0.938,12.939,9.766,5.005
-0.448,-0.035,0.978,9.094,14.404,3.418
-0.442,-0.028,1.021,5.554,18.127,1.526
-0.439,-0.026,1.069,2.625,20.996,-0.732
-0.416,-0.006,1.077,-0.977,24.475,-2.258
-0.396,0.004,1.072,-3.113,25.269,-3.662
-0.373,0.011,1.073,-4.822,23.437,-4.883
-0.356,0.011,1.082,-4.395,20.874,-5.249
-0.345,0.009,1.088,-3.479,18.616,-4.639
-0.337,0.019,1.090,-3.357,16.846,-3.601
-0.330,0.033,1.078,-4.883,16.052,-2.808
-0.319,0.036,1.062,-4.639,14.832,-2.747
-0.305,0.029,1.052,-3.845,12.512,-2.686
-0.299,0.023,1.052,-2.869,10.132,-1.770
-0.297,0.031,1.036,-2.075,8.728,-0.305
-0.319,0.027,1.040,-0.488,5.676,0.793
-0.326,0.026,1.032,-3.052,4.517,0.977
-0.316,0.021,1.007,-5.127,5.127,0.671
-0.325,-0.000,1.001,-3.784,3.906,0.610
-0.335,0.005,1.000,-3.418,1.770,1.770
-0.345,0.006,0.987,-3.113,0.549,1.831
-0.349,0.010,0.949,-3.479,1.282,0.854
-0.338,0.016,0.904,-5.005,1.953,-0.305
-0.322,0.014,0.880,-6.592,1.770,-1.282
-0.306,0.003,0.868,-5.310,0.610,-1.465
-0.304,0.018,0.879,-3.418,-0.916,-0.488
-0.309,0.022,0.889,-1.282,-1.770,0.061
-0.315,0.021,0.901,-0.732,-2.075,-0.183
-0.311,0.020,0.906,-1.648,-1.343,-0.732
-0.306,0.024,0.909,-2.563,-0.610,-0.977
-0.305,0.026,0.911,-2.563,-0.427,-0.977
-0.310,0.017,0.927,-2.747,-1.648,-1.099
-0.320,0.011,0.921,-2.869,-1.892,-0.916
-0.318,0.033,0.911,-3.906,-1.343,-0.183
-0.319,0.034,0.927,-5.066,-2.258,-1.038
-0.318,0.016,0.941,-4.700,-2.991,-2.258
-0.318,0.023,0.949,-4.700,-2.869,-2.136
-0.320,0.028,0.951,-6.592,-2.930,-1.526
-0.322,0.038,0.954,-7.812,-2.075,-1.221
-0.335,0.020,0.955,-7.324,-1.831,-1.709
-0.348,0.001,0.939,-8.301,-2.258,-1.953
-0.347,0.039,0.943,-11.841,-3.357,-1.648
-0.352,0.026,0.954,-12.634,-4.517,-2.563
-0.352,0.028,0.978,-12.756,-5.310,-3.723
-0.338,0.033,0.990,-13.184,-5.432,-4.089
-0.333,0.029,0.989,-11.597,-4.211,-4.272
-0.335,0.038,0.995,-9.583,-3.479,-3.540
-0.332,0.039,0.999,-7.874,-2.991,-3.418
-0.336,0.039,1.000,-7.202,-2.136,-3.296
-0.329,0.037,0.997,-7.324,-1.404,-2.686
-0.333,0.032,0.997,-6.348,-0.610,-2.319
-0.339,0.028,0.999,-4.944,0.244,-1.892
-0.342,0.035,1.000,-4.761,1.160,-1.160
-0.345,0.047,0.980,-3.723,2.808,-0.854
-0.342,0.050,0.948,-2.686,3.662,-1.587
-0.335,0.044,0.920,-3.235,2.197,-2.441
-0.322,0.037,0.912,-4.028,-0.854,-2.502
-0.327,0.045,0.934,-6.165,-4.517,-2.014
-0.321,0.070,0.986,-10.071,-8.484,-1.953
-0.317,0.058,1.034,-10.681,-10.803,-2.502
-0.316,0.040,1.051,-9.033,-8.789,-2.197
-0.313,0.048,1.033,-7.751,-3.601,-0.916

-0.509,-0.741,2.208,119.324,106.506,114.136
-0.557,-0.727,2.182,98.938,85.266,96.497
-0.550,-0.674,2.199,79.712,62.927,72.998
-0.504,-0.669,2.231,58.105,44.861,48.218
-0.436,-0.592,2.109,33.997,39.307,29.419
-0.331,-0.510,1.995,17.822,28.137,14.832
-0.328,-0.515,1.953,10.010,10.498,2.502
-0.297,-0.487,1.871,-2.136,0.305,-4.822
-0.282,-0.457,1.758,-14.404,-1.709,-9.399
-0.270,-0.444,1.654,-24.292,-1.343,-12.024
-0.263,-0.453,1.549,-32.837,-0.061,-13.550
-0.260,-0.406,1.426,-38.330,1.099,-13.367
-0.263,-0.402,1.353,-39.307,-4.456,-12.817
-0.272,-0.404,1.274,-40.710,-8.118,-13.000
-0.256,-0.408,1.174,-37.720,-11.841,-13.367
-0.255,-0.406,1.136,-30.579,-18.555,-11.841
-0.278,-0.392,1.130,-20.752,-26.550,-9.644
-0.284,-0.367,1.130,-13.672,-32.104,-8.179
-0.306,-0.360,1.172,-8.057,-37.476,-9.094
-0.305,-0.354,1.219,-4.761,-41.626,-10.986
-0.310,-0.354,1.278,-2.625,-44.678,-12.939
-0.307,-0.363,1.329,-2.686,-46.997,-15.259
-0.337,-0.357,1.391,-5.798,-48.462,-17.883
-0.338,-0.359,1.421,-10.193,-50.476,-20.935
-0.354,-0.380,1.473,-12.939,-54.321,-24.475
-0.367,-0.378,1.523,-16.968,-57.861,-27.222
-0.379,-0.373,1.518,-21.423,-59.570,-30.579
-0.375,-0.345,1.483,-27.710,-61.646,-34.851
-0.369,-0.343,1.444,-36.377,-65.125,-40.894
-0.343,-0.312,1.391,-43.701,-68.726,-47.791
-0.356,-0.308,1.336,-52.917,-70.374,-55.176
-0.341,-0.319,1.286,-61.157,-69.580,-62.683
-0.276,-0.327,1.192,-71.045,-63.171,-67.017
-0.231,-0.296,1.093,-80.017,-55.481,-65.247
-0.145,-0.251,0.980,-89.783,-48.401,-61.707
-0.086,-0.209,0.873,-93.872,-43.457,-58.411
-0.048,-0.147,0.762,-97.534,-37.537,-55.115
0.005,-0.098,0.635,-102.234,-32.471,-53.589
0.039,-0.064,0.514,-98.938,-31.128,-52.246
0.024,-0.047,0.448,-91.431,-32.898,-49.805
0.034,-0.052,0.383,-86.548,-33.142,-45.593
0.036,-0.042,0.312,-78.796,-30.701,-38.269
0.025,-0.014,0.259,-64.148,-28.381,-28.931
0.008,0.006,0.240,-52.124,-26.550,-21.057
-0.025,0.004,0.228,-42.480,-22.949,-15.015
-0.075,0.002,0.235,-32.349,-20.020,-9.583
-0.116,0.015,0.255,-27.466,-16.602,-5.005
-0.159,0.030,0.286,-23.804,-13.245,-2.747
-0.212,0.045,0.340,-18.555,-12.756,-2.808
-0.227,0.051,0.382,-13.977,-14.160,-5.249
-0.226,0.041,0.417,-7.202,-13.733,-8.362
-0.225,0.037,0.448,-0.732,-10.498,-9.705
-0.235,0.034,0.495,4.517,-6.653,-8.789
-0.252,0.029,0.569,6.409,-3.906,-7.019
-0.274,0.015,0.645,5.310,0.061,-4.333
-0.272,0.027,0.682,1.648,6.775,-1.282
-0.299,0.042,0.729,2.625,9.766,1.709
-0.326,0.046,0.800,2.869,8.240,2.319
-0.361,0.029,0.872,3.662,6.531,0.854
-0.375,0.013,0.931,3.235,6.775,-0.916
-0.390,0.006,0.983,3.662,7.935,-1.587
-0.407,0.010,1.016,3.296,8.850,-1.709
-0.421,0.004,1.024,1.343,10.681,-2.258
-0.417,0.008,1.026,-1.221,11.597,-3.174
-0.406,0.010,1.028,-4.028,10.254,-4.211
-0.397,0.012,1.053,-7.446,7.446,-4.883
-0.393,0.016,1.070,-9.766,5.493,-5.188
-0.380,0.020,1.058,-10.437,6.165,-5.615
-0.372,0.028,1.043,-8.118,4.883,-5.371
-0.360,0.036,1.039,-6.958,1.953,-5.127
-0.347,0.039,1.039,-6.531,0.549,-4.944
-0.345,0.036,1.015,-4.761,1.221,-4.211
-0.343,0.036,0.991,-5.371,1.709,-3.113
-0.348,0.046,0.986,-5.615,-0.183,-2.075
-0.351,0.042,1.011,-6.409,-2.869,-1.709
-0.351,0.026,1.034,-5.615,-3.418,-1.526
-0.365,0.016,1.022,-2.075,-1.160,-0.366
-0.383,0.024,0.998,0.366,1.465,0.671
-0.377,0.025,0.964,-0.244,1.709,-0.122
-0.369,0.010,0.940,-0.916,0.610,-1.770
-0.354,0.009,0.935,-0.427,0.366,-2.258
-0.334,0.018,0.933,1.648,1.892,-1.648
-0.322,0.022,0.909,4.883,5.432,-0.916
-0.305,0.035,0.878,5.615,8.606,-0.122
-0.298,0.039,0.854,6.226,8.972,0.000
-0.284,0.035,0.846,4.578,7.751,0.000
-0.275,0.024,0.844,3.418,7.141,0.854
-0.270,0.034,0.857,1.709,7.263,3.113
-0.277,0.040,0.854,2.625,7.507,4.700
-0.285,0.038,0.843,5.127,7.507,5.127
-0.291,0.030,0.859,4.822,6.104,5.371
-0.306,0.014,0.875,5.981,4.822,5.066
-0.326,0.006,0.890,8.362,4.089,5.188
-0.340,0.007,0.917,7.568,2.686,5.554
-0.370,-0.009,0.938,6.287,1.526,4.700
-0.377,-0.003,0.957,3.906,0.183,3.967
-0.379,-0.001,0.987,0.244,-1.831,2.563
-0.382,-0.021,1.004,-0.916,-2.686,0.793
-0.369,-0.013,1.034,-2.197,-3.113,1.221
-0.371,-0.003,1.060,-2.075,-3.540,1.831
-0.380,-0.006,1.068,-0.427,-3.662,1.648
-0.387,-0.009,1.056,-0.427,-3.235,1.038
-0.373,0.002,1.040,-1.587,-3.235,0.061
-0.357,-0.001,1.028,-2.808,-3.906,-0.916
-0.355,-0.005,1.021,-1.404,-5.554,-0.977
-0.354,-0.000,1.023,-0.916,-6.836,-0.671
-0.361,0.001,1.029,1.221,-7.690,-0.671
-0.365,-0.000,1.031,1.465,-7.874,-0.977
-0.364,0.003,1.019,-1.587,-7.568,-1.038
-0.364,0.006,1.018,-3.723,-9.033,-0.977
-0.358,0.006,1.028,-6.714,-11.169,-1.221
-0.363,0.001,1.011,-6.531,-11.719,-1.465
-0.371,-0.002,0.985,-5.554,-11.475,-1.709
-0.382,-0.000,0.953,-6.470,-11.719,-2.258
-0.374,0.004,0.929,-7.874,-12.695,-3.479
-0.365,-0.000,0.905,-9.888,-13.184,-5.859
