aX,aY,aZ,gX,gY,gZ
-0.307,-0.342,3.011,-87.524,63.049,6.836
-0.206,-0.292,2.686,-127.747,62.500,6.287
-0.065,-0.295,2.366,-160.400,58.594,8.423
0.129,-0.259,1.949,-188.599,58.228,18.799
0.204,-0.129,1.496,-202.820,61.829,34.851
0.198,-0.151,0.997,-201.355,65.186,46.448
0.268,-0.024,0.744,-188.293,58.044,61.340
0.331,0.114,0.562,-152.283,48.584,78.308
0.323,0.225,0.234,-109.192,50.781,84.351
0.275,0.206,0.021,-82.642,51.147,78.247
0.224,0.280,-0.110,-76.782,57.739,67.444
0.136,0.410,-0.253,-84.900,73.120,45.227
0.088,0.324,-0.430,-94.604,78.979,14.404
0.012,0.291,-0.433,-99.426,74.829,-7.446
-0.031,0.579,-0.290,-123.840,87.280,-36.316
-0.025,0.732,-0.324,-150.818,113.037,-106.140
-0.076,0.409,-0.518,-148.560,116.516,-190.125
-0.234,0.346,-0.289,-153.992,110.413,-251.221
-0.343,0.281,-0.208,-161.255,129.578,-303.467
-0.484,0.135,-0.334,-144.592,142.639,-346.252
-0.535,-0.006,-0.508,-123.047,139.343,-372.131
-0.563,-0.189,-0.583,-101.807,115.234,-377.014
-0.520,-0.834,-0.893,-65.125,55.054,-315.552
-0.484,-0.897,-0.730,-11.719,-26.794,-197.266
-0.532,-0.898,-0.314,99.487,-81.665,-119.446
-0.277,-0.525,-0.028,93.994,-95.825,-59.692
-0.147,-0.244,-0.064,104.248,-88.867,-26.733
-0.134,-0.144,-0.065,136.841,-96.680,-23.499
-0.077,-0.183,0.156,124.634,-116.394,-29.907
-0.081,-0.365,0.239,97.046,-123.291,-34.241
-0.038,-0.422,0.216,71.777,-115.723,-28.503
-0.040,-0.287,0.369,53.223,-109.924,-12.939
0.087,-0.050,0.639,17.029,-103.027,-4.456
0.210,0.069,0.880,30.396,-102.661,-8.789
0.205,0.075,1.010,49.194,-91.370,-31.921
0.218,0.030,1.149,47.058,-83.374,-49.866
0.269,-0.063,1.374,42.908,-88.379,-54.443
0.253,-0.263,1.477,49.072,-86.487,-44.800
0.251,-0.147,1.527,52.002,-76.294,-13.367
0.195,0.144,1.484,51.147,-73.303,18.616
0.076,0.323,1.443,53.467,-86.975,14.832
0.053,0.282,1.783,23.743,-115.845,-11.230
0.089,0.192,1.892,5.859,-112.732,-32.776
0.113,0.275,2.089,-9.460,-87.036,-43.579
0.057,0.250,1.887,-20.508,-40.283,-54.749
0.038,0.226,1.685,-25.208,-13.184,-60.547
0.040,0.115,1.576,-30.029,-8.606,-58.777
0.008,0.035,1.513,-32.837,-6.775,-44.250
-0.007,0.014,1.467,-34.912,-3.418,-20.508
0.096,-0.003,1.386,-50.537,-1.648,7.385
0.159,0.276,1.463,-73.059,1.587,30.823
0.285,0.213,1.145,-54.138,-2.441,42.725
0.132,0.289,1.258,-10.620,-59.631,61.279
0.066,0.498,1.403,-29.358,-68.909,59.570
-0.075,0.474,1.393,-14.954,-62.805,43.030
-0.186,0.337,1.436,-15.381,-50.476,24.780
-0.194,0.309,1.388,-20.996,-30.029,14.282
-0.173,0.333,1.240,-8.179,-16.846,10.742
-0.191,0.304,1.138,-2.441,-16.541,6.104
-0.201,0.273,1.080,-12.024,-19.104,-0.305
-0.199,0.241,1.057,-20.752,-21.912,-5.981
-0.167,0.236,1.077,-30.457,-24.170,-10.498
-0.119,0.234,1.130,-39.063,-25.513,-14.221
-0.069,0.229,1.165,-38.818,-24.292,-16.968
-0.034,0.240,1.158,-36.926,-17.029,-19.348
0.001,0.207,1.105,-33.142,-6.592,-22.644
0.025,0.171,1.021,-29.480,2.441,-23.193
0.056,0.154,0.919,-26.917,10.437,-20.874
0.061,0.163,0.836,-20.508,11.475,-17.700
0.051,0.166,0.809,-17.456,7.446,-17.273
0.053,0.151,0.807,-19.104,2.258,-17.334
0.053,0.124,0.805,-19.775,-3.906,-14.771
0.151,0.154,1.012,-19.226,-10.498,-9.766
0.149,0.049,1.000,4.883,-4.150,-5.676
-0.019,0.080,0.867,1.465,24.475,2.563
-0.081,0.117,0.836,-2.991,35.645,8.118
-0.031,0.144,0.867,0.305,34.058,9.094
0.026,0.160,0.904,7.080,32.410,7.874
0.013,0.095,0.765,15.869,27.710,7.324
0.000,0.071,0.918,26.367,3.601,17.273
0.021,0.153,0.958,27.039,-2.930,25.574
0.014,0.197,0.970,35.095,-3.113,28.748
-0.039,0.189,1.018,42.603,-1.953,25.269
-0.043,0.176,1.002,42.480,3.967,21.790
-0.048,0.168,0.973,35.583,9.766,19.775
-0.058,0.158,0.936,29.358,9.949,19.836
-0.030,0.138,0.920,24.780,5.310,18.494
-0.008,0.109,0.925,21.362,0.366,18.127
0.003,0.110,0.931,25.696,-3.784,19.714
-0.024,0.111,0.955,32.349,-8.118,22.644
-0.043,0.134,0.982,38.025,-11.353,25.696
-0.065,0.165,0.986,41.992,-12.268,26.367
-0.043,0.187,1.004,39.368,-12.573,25.085
-0.041,0.156,1.001,40.466,-11.963,21.545
-0.026,0.110,0.987,41.992,-11.475,18.860
-0.018,0.099,0.938,39.673,-11.658,19.531
-0.016,0.106,0.928,35.400,-12.878,21.179
-0.041,0.124,0.927,32.166,-14.893,20.996
-0.075,0.119,0.939,26.001,-16.174,18.188
-0.112,0.104,0.965,22.400,-15.930,13.306
-0.129,0.111,1.003,21.118,-16.357,9.766
-0.088,0.119,1.035,21.667,-18.188,7.141
-0.084,0.085,1.068,26.794,-16.968,2.563
-0.095,0.062,1.069,27.161,-12.207,0.488
-0.096,0.069,1.065,20.752,-8.057,1.282
-0.077,0.066,1.070,10.986,-5.920,1.404
-0.074,0.037,1.060,4.333,-3.540,-0.427
-0.105,0.009,1.007,5.432,0.854,-2.197
-0.083,0.008,0.959,5.066,3.967,-1.953
-0.070,0.005,0.924,0.366,3.540,-0.305
-0.094,0.022,0.912,-2.258,0.366,1.953
-0.103,0.042,0.937,0.488,-3.418,1.892
-0.112,0.035,0.970,1.282,-4.272,-1.404
-0.112,0.026,0.998,-1.099,-3.052,-3.662
-0.124,0.031,1.002,-0.916,-1.099,-4.517

-0.326,-0.450,2.234,-26.794,-4.089,23.682
-0.383,-0.500,2.587,-46.448,3.235,23.621
-0.354,-0.449,2.820,-72.632,23.621,22.217
-0.295,-0.354,2.873,-101.440,48.523,17.578
-0.175,-0.261,2.742,-128.723,66.956,9.155
0.021,-0.208,2.510,-150.818,75.439,1.221
0.204,-0.149,2.196,-162.964,75.928,2.563
0.303,-0.026,1.851,-172.974,70.374,12.573
0.436,0.047,1.521,-176.331,55.115,22.339
0.470,0.050,1.317,-171.387,37.231,34.180
0.413,0.159,1.104,-173.523,39.429,48.767
0.391,0.436,0.513,-186.401,62.805,49.561
0.397,0.465,0.079,-183.960,64.880,28.992
0.390,0.486,-0.205,-168.762,45.044,3.662
0.231,0.441,0.094,-132.446,6.042,-22.705
0.226,0.611,0.113,-84.717,1.587,-47.546
0.270,0.767,0.246,-72.815,33.142,-92.102
0.158,0.623,-0.053,-64.270,75.500,-157.715
-0.016,0.298,-0.355,-75.134,102.661,-222.107
-0.146,0.043,-0.450,-65.857,88.318,-258.118
-0.185,-0.028,-0.307,-56.641,54.626,-259.888
-0.282,-0.071,-0.207,-46.631,36.072,-242.737
-0.328,-0.140,-0.416,-33.936,33.020,-219.421
-0.380,-0.186,-0.590,-27.161,13.489,-191.040
-0.484,-0.458,-0.662,-17.944,-19.348,-159.729
-0.496,-0.574,-0.637,5.859,-49.255,-109.314
-0.429,-0.460,-0.345,28.381,-65.247,-53.650
-0.270,-0.173,-0.140,47.485,-62.073,-16.052
-0.217,-0.127,-0.009,50.293,-49.377,-8.606
-0.263,-0.242,0.152,50.049,-33.020,-14.221
-0.260,-0.239,0.149,55.237,-9.583,-14.832
-0.289,-0.325,0.227,59.448,2.747,-13.672
-0.292,-0.337,0.374,54.321,9.766,-7.568
-0.232,-0.146,0.474,50.720,21.973,1.892
-0.153,-0.080,0.542,50.537,31.555,-0.488
-0.040,-0.079,0.629,47.546,35.583,-7.446
0.093,-0.089,0.695,42.053,35.034,-11.902
0.216,-0.058,0.742,39.917,27.405,-12.512
0.301,-0.144,0.786,36.865,13.245,-13.733
0.369,-0.229,0.847,36.743,-4.822,-10.437
0.458,-0.122,1.042,32.715,-29.785,3.174
0.506,0.045,1.290,21.606,-54.199,13.855
0.540,0.165,1.519,7.385,-69.580,14.709
0.481,0.372,1.431,9.583,-73.486,0.000
0.345,0.090,1.673,-0.366,-87.036,-29.907
0.358,0.043,1.823,-24.475,-83.618,-36.499
0.338,0.105,1.781,-32.410,-65.063,-29.175
0.268,0.193,1.731,-40.771,-48.645,-22.888
0.251,0.216,1.628,-54.749,-33.081,-19.592
0.279,0.158,1.493,-65.979,-21.240,-17.456
0.196,0.105,1.342,-67.871,-10.620,-10.681
0.210,0.183,1.041,-62.012,-7.996,-0.061
0.184,0.254,1.074,-76.660,-33.142,8.850
0.171,0.223,1.063,-85.144,-54.565,11.475
0.110,0.253,1.123,-76.843,-73.975,16.235
0.132,0.197,1.358,-78.613,-78.003,21.362
0.058,0.316,1.320,-98.572,-54.504,24.658
0.063,0.374,1.153,-68.909,-43.701,34.363
0.050,0.412,1.174,-75.073,-48.401,32.104
0.036,0.368,1.222,-78.369,-55.176,30.945
-0.009,0.205,1.292,-75.928,-59.509,29.297
-0.056,0.154,1.245,-96.130,-55.115,37.537
-0.106,0.278,1.181,-121.033,-48.828,53.894
-0.146,0.527,1.238,-145.996,-45.532,66.406
-0.226,0.699,1.177,-132.263,-41.382,67.017
-0.186,0.771,1.036,-102.722,-29.358,57.312
-0.152,0.765,0.956,-67.810,-21.240,47.058
-0.107,0.765,0.905,-33.691,-18.494,35.522
-0.011,0.675,0.856,-2.869,-21.912,16.479
0.035,0.502,0.916,7.568,-32.837,-2.686
0.042,0.400,0.985,8.911,-38.757,-10.742
0.042,0.403,0.985,8.118,-34.485,-10.803
0.032,0.370,0.912,10.315,-26.062,-10.681
0.057,0.325,0.862,12.756,-20.813,-10.620
0.041,0.303,0.826,11.902,-19.897,-8.057
0.014,0.304,0.831,9.827,-19.775,-4.761
-0.023,0.264,0.832,12.634,-20.020,-3.479
-0.015,0.280,0.846,14.404,-19.104,-2.319
-0.036,0.271,0.840,19.775,-18.188,-1.709
-0.039,0.257,0.868,29.663,-17.395,-0.244
-0.053,0.279,0.896,37.842,-15.625,2.625
-0.101,0.297,0.898,41.443,-12.756,4.578
-0.126,0.351,0.925,41.321,-11.719,5.066
-0.171,0.364,0.942,41.443,-11.963,1.831
-0.164,0.339,0.951,41.016,-12.573,-2.808
-0.132,0.281,0.931,43.640,-13.306,-5.066
-0.105,0.239,0.899,48.645,-14.465,-3.235
-0.101,0.237,0.873,52.002,-15.503,1.160
-0.109,0.261,0.889,49.011,-17.151,5.798
-0.092,0.259,0.908,46.143,-18.921,9.338
-0.081,0.268,0.912,41.565,-17.395,12.024
-0.093,0.291,0.918,38.147,-15.503,14.099
-0.073,0.310,0.951,34.729,-14.465,14.648
-0.106,0.318,0.943,39.368,-14.771,15.503
-0.102,0.334,0.951,39.429,-15.137,14.709
-0.107,0.299,0.961,34.363,-13.550,10.559
-0.114,0.245,0.952,36.316,-11.292,7.080
-0.113,0.207,0.922,37.415,-8.728,6.592
-0.111,0.201,0.903,35.522,-8.118,8.789
-0.111,0.217,0.912,29.602,-9.949,10.681
-0.106,0.212,0.932,23.621,-11.841,11.292
-0.101,0.194,0.950,18.250,-12.512,11.536
-0.109,0.198,0.940,14.343,-11.902,12.451
-0.153,0.229,0.938,10.742,-12.207,13.977
-0.199,0.228,0.959,9.216,-14.038,11.047
-0.187,0.187,0.952,8.545,-13.794,5.249
-0.180,0.166,0.921,8.118,-13.062,2.747
-0.182,0.162,0.908,5.188,-13.855,2.075
-0.172,0.147,0.924,2.686,-16.052,0.793
-0.172,0.132,0.963,0.854,-17.761,0.427
-0.166,0.130,0.998,0.244,-17.212,1.648
-0.168,0.152,0.986,0.916,-15.381,3.906
-0.192,0.181,0.990,-0.732,-14.587,5.493
-0.219,0.186,1.001,-1.953,-14.221,3.845
-0.234,0.180,0.987,-2.380,-11.719,0.916
-0.225,0.141,0.943,-0.854,-9.033,-1.282
-0.190,0.113,0.885,5.371,-9.399,-0.854
-0.163,0.139,0.878,8.728,-13.733,2.808
-0.144,0.158,0.894,8.301,-16.479,5.371

0.148,-0.346,2.928,27.466,1.282,-15.137
-0.023,-0.463,3.225,29.785,-15.991,-11.047
-0.139,-0.597,3.499,12.939,-34.851,-13.794
-0.211,-0.654,3.485,-19.470,-33.447,-14.832
-0.255,-0.695,3.069,-62.744,-15.320,-12.878
-0.210,-0.563,2.543,-110.413,-2.197,-7.507
-0.177,-0.407,2.082,-140.015,1.099,-4.028
-0.149,-0.275,1.611,-153.687,3.723,-5.249
-0.050,-0.110,1.221,-154.724,-0.610,-9.216
0.070,-0.028,1.019,-145.142,-21.484,-13.123
0.226,0.016,0.875,-136.047,-42.908,-13.977
0.359,0.096,0.669,-130.127,-51.270,-7.080
0.412,0.149,0.462,-125.427,-53.040,2.014
0.426,0.167,0.296,-116.455,-52.979,17.944
0.401,0.145,0.149,-104.614,-53.345,35.583
0.371,0.172,-0.079,-90.271,-48.462,49.377
0.206,0.174,-0.125,-70.190,-54.749,57.556
0.112,0.087,-0.256,-48.340,-58.655,59.753
0.008,0.069,-0.283,-30.212,-61.951,59.692
-0.079,-0.016,-0.320,-11.414,-60.852,56.091
-0.148,-0.021,-0.248,0.061,-57.434,52.551
-0.173,-0.052,-0.251,6.470,-51.636,49.072
-0.181,-0.060,-0.278,9.216,-45.532,45.349
-0.212,-0.060,-0.285,11.963,-41.382,42.236
-0.232,-0.043,-0.336,13.000,-35.461,38.025
-0.234,-0.049,-0.371,14.893,-29.358,31.921
-0.221,-0.045,-0.404,17.578,-22.827,25.330
-0.198,-0.046,-0.410,21.484,-15.198,19.226
-0.183,-0.034,-0.423,27.283,-6.897,15.564
-0.173,-0.048,-0.381,33.875,0.671,13.916
-0.172,-0.062,-0.333,38.574,6.897,12.573
-0.179,-0.069,-0.298,42.297,15.686,12.695
-0.168,-0.074,-0.247,43.335,24.292,12.634
-0.170,-0.089,-0.221,45.410,35.645,12.390
-0.172,-0.086,-0.184,47.974,45.898,12.207
-0.132,-0.138,-0.169,53.284,48.950,10.742
-0.111,-0.127,0.011,54.688,36.621,9.277
-0.114,-0.098,0.236,55.542,23.132,8.850
-0.132,-0.120,0.452,57.251,14.221,3.723
-0.150,-0.199,0.691,55.115,8.179,-6.592
-0.147,-0.221,1.029,45.715,2.136,-14.832
-0.110,-0.297,1.422,35.278,8.728,-20.203
-0.164,-0.181,1.551,28.809,40.283,-18.738
-0.160,-0.221,1.589,25.208,67.932,-27.039
-0.108,-0.129,1.671,27.771,71.472,-33.142
-0.060,-0.075,1.794,30.579,68.420,-38.086
-0.000,0.031,1.681,38.391,68.604,-41.565
0.007,0.042,1.658,44.189,52.368,-44.983
-0.012,0.030,1.757,43.640,28.809,-43.030
-0.019,0.030,1.821,41.199,17.456,-34.424
-0.147,0.016,1.778,32.593,15.930,-27.100
-0.044,-0.132,2.028,7.141,7.507,-26.245
0.004,-0.003,1.917,-10.376,32.349,-11.597
-0.101,0.050,1.653,-21.179,51.575,-1.099
-0.154,-0.069,1.727,-37.720,35.889,-6.409
-0.067,0.002,1.696,-42.908,25.330,-0.061
-0.105,-0.017,1.507,-37.048,27.954,9.094
-0.179,-0.007,1.486,-29.663,16.113,12.695
-0.205,-0.055,1.513,-26.733,0.610,10.864
-0.204,-0.065,1.491,-24.841,-4.272,7.812
-0.206,-0.079,1.457,-23.743,-6.592,6.287
-0.203,-0.087,1.409,-23.743,-7.751,5.737
-0.133,-0.055,1.299,-23.926,-10.620,5.310
-0.245,-0.108,1.296,-23.010,-16.602,0.854
-0.233,-0.127,1.231,-24.109,-19.592,0.610
-0.199,-0.133,1.158,-25.391,-20.203,3.967
-0.200,-0.105,1.058,-24.109,-19.104,5.432
-0.220,-0.108,1.005,-23.010,-20.508,3.540
-0.219,-0.107,0.957,-23.743,-21.606,0.488
-0.182,-0.086,0.895,-24.536,-19.043,-1.648
-0.158,-0.057,0.847,-23.621,-15.198,-3.296
-0.139,-0.033,0.806,-21.851,-11.414,-6.226
-0.104,-0.006,0.777,-20.508,-8.057,-9.460
-0.066,0.014,0.767,-16.785,-5.249,-11.658
-0.031,0.047,0.770,-11.719,-2.991,-11.536
-0.008,0.054,0.786,-6.531,-1.465,-9.705
-0.020,0.061,0.812,-4.089,-0.793,-5.676
-0.045,0.047,0.841,-4.456,-0.183,-2.441
-0.062,0.019,0.857,-6.104,1.892,-1.038
-0.066,0.020,0.865,-6.531,3.784,0.305
-0.079,0.006,0.894,-7.080,3.967,1.282
-0.090,0.004,0.924,-6.714,3.723,1.648
-0.100,0.006,0.941,-5.432,3.174,1.099
-0.107,0.008,0.963,-3.052,1.465,-0.061
-0.115,0.002,0.980,-0.732,-0.793,-1.221
-0.120,0.018,0.996,1.038,-2.808,-1.404
-0.137,0.020,1.009,0.671,-3.540,-0.854
-0.156,0.018,1.002,-0.854,-3.296,0.122
-0.184,0.034,0.999,-1.953,-3.235,1.404
-0.172,0.021,0.997,-2.625,-3.601,0.488
-0.167,0.011,1.020,-2.136,-4.761,-0.244
-0.178,0.006,1.024,-1.648,-6.165,1.465
-0.188,0.007,1.015,-1.770,-7.568,3.174
-0.202,-0.022,1.006,-1.465,-8.789,3.784
-0.211,-0.000,1.015,0.244,-10.437,3.845
-0.231,-0.008,1.016,1.526,-11.353,1.709
-0.209,-0.049,1.048,2.441,-10.010,-0.488
-0.170,0.022,1.036,3.906,-8.240,0.793
-0.160,0.030,1.025,5.859,-9.766,-2.563
-0.121,0.028,1.024,4.456,-13.245,-6.104
-0.099,0.036,1.012,2.808,-14.893,-6.592
-0.093,0.037,0.994,1.038,-12.390,-5.371
-0.131,0.038,0.991,-1.343,-8.301,-3.174
-0.153,0.090,0.944,-3.662,-2.686,-2.075
-0.136,0.128,0.918,-3.357,0.305,-4.395
-0.095,0.166,0.913,0.427,-1.892,-7.324
-0.085,0.161,0.923,4.761,-4.272,-8.057
0.007,0.190,0.873,7.263,-5.188,-6.165
0.020,0.214,0.861,10.803,-7.263,-3.418
-0.017,0.180,0.883,13.489,-9.949,-0.610
-0.042,0.157,0.901,12.329,-10.437,2.686
-0.075,0.123,0.882,12.451,-8.484,5.066
-0.102,0.105,0.856,12.817,-7.507,5.310
-0.096,0.076,0.822,11.536,-7.019,4.028
-0.103,0.073,0.815,10.681,-5.981,4.211
-0.123,0.064,0.795,9.277,-3.540,5.737
-0.131,0.060,0.789,6.531,-0.061,7.141
-0.110,0.042,0.784,4.028,4.883,8.484
-0.115,0.031,0.783,2.747,9.216,10.559

-0.095,-0.233,2.804,58.289,54.565,32.288
-0.098,-0.290,2.924,57.190,51.514,33.264
-0.083,-0.373,2.926,46.021,37.903,31.799
-0.050,-0.446,2.761,20.935,16.113,28.503
-0.009,-0.427,2.629,-18.494,-12.573,26.001
0.013,-0.375,2.417,-53.467,-31.616,23.804
0.125,-0.216,1.967,-88.867,-39.734,23.499
0.182,-0.130,1.520,-115.295,-54.016,23.315
0.203,-0.003,1.055,-126.770,-61.829,21.545
0.224,0.106,0.676,-127.014,-69.031,20.752
0.260,0.202,0.317,-117.981,-75.989,17.212
0.265,0.288,0.004,-98.572,-84.106,14.343
0.244,0.304,-0.132,-72.510,-96.863,12.634
0.181,0.295,-0.227,-47.180,-105.408,13.855
0.087,0.250,-0.282,-28.442,-106.750,15.015
0.010,0.228,-0.365,-18.555,-101.074,14.587
-0.039,0.199,-0.482,-14.160,-91.125,14.343
-0.064,0.157,-0.595,-9.216,-79.468,16.479
-0.103,0.132,-0.658,-1.648,-68.542,19.348
-0.154,0.113,-0.678,7.812,-58.838,21.851
-0.235,0.089,-0.633,15.503,-52.612,22.766
-0.252,0.063,-0.645,18.311,-43.518,20.386
-0.247,0.023,-0.641,20.996,-36.438,15.686
-0.229,-0.011,-0.604,25.452,-31.494,10.803
-0.178,-0.062,-0.536,30.518,-27.954,4.883
-0.095,-0.102,-0.469,35.645,-21.667,1.038
-0.056,-0.154,-0.361,39.795,-17.944,1.038
-0.038,-0.151,-0.239,38.269,-15.564,4.822
-0.054,-0.163,-0.116,35.034,-13.062,9.705
-0.099,-0.187,-0.016,29.480,-5.310,12.878
-0.118,-0.205,0.061,20.203,5.310,13.123
-0.048,-0.142,0.050,12.390,18.005,10.864
-0.099,-0.115,0.121,7.996,24.719,2.625
-0.104,-0.145,0.215,7.019,27.100,-7.751
-0.081,-0.146,0.370,12.451,27.222,-13.794
-0.057,-0.159,0.590,19.592,32.471,-18.677
-0.038,-0.203,1.055,26.978,43.945,-21.606
0.007,-0.151,1.144,42.847,72.144,-18.188
-0.022,-0.158,1.274,45.471,98.816,-13.123
-0.049,-0.095,1.440,46.021,110.840,-13.428
-0.101,-0.132,1.550,41.809,115.356,-20.203
-0.072,-0.083,1.583,32.349,117.676,-21.729
-0.049,-0.047,1.616,27.588,111.694,-21.057
0.004,0.027,1.661,23.437,100.098,-25.269
0.041,0.016,1.773,20.264,82.520,-33.142
0.069,0.037,1.841,13.489,68.787,-38.574
0.073,0.063,1.850,5.676,60.181,-42.725
0.051,0.025,1.816,-5.127,54.688,-45.715
0.049,0.076,1.784,-17.334,50.293,-41.504
0.054,0.094,1.728,-29.541,44.312,-35.950
0.061,0.128,1.629,-39.063,41.382,-30.945
0.079,0.158,1.505,-44.739,35.217,-24.841
0.045,0.195,1.392,-46.753,25.146,-20.264
0.070,0.190,1.302,-46.570,13.184,-16.235
0.002,0.220,1.196,-40.222,4.089,-11.047
-0.010,0.136,1.203,-33.508,-7.446,-8.850
-0.020,0.136,1.165,-26.978,-9.644,-0.488
-0.048,0.124,1.148,-15.442,-7.385,8.667
-0.069,0.103,1.128,-5.798,-6.836,15.137
-0.101,0.073,1.147,1.709,-9.705,19.653
-0.129,0.029,1.172,5.493,-13.489,22.949
-0.141,0.003,1.178,8.057,-13.306,23.621
-0.151,-0.021,1.197,9.277,-14.465,22.888
-0.162,-0.046,1.220,7.568,-16.174,21.973
-0.170,-0.073,1.227,5.066,-17.090,19.836
-0.142,-0.051,1.168,2.014,-18.250,15.930
-0.200,-0.086,1.203,-0.610,-22.278,8.118
-0.173,-0.093,1.152,-6.348,-20.935,3.357
-0.128,-0.071,1.087,-12.024,-16.174,0.488
-0.096,-0.042,1.015,-15.503,-11.719,-1.465
-0.065,-0.030,0.969,-17.456,-9.949,-4.578
-0.006,-0.010,0.917,-19.287,-8.606,-6.775
0.025,-0.005,0.891,-18.433,-7.446,-6.897
0.050,-0.004,0.873,-15.381,-5.493,-5.981
0.054,-0.001,0.872,-12.329,-3.784,-3.601
0.049,-0.001,0.879,-9.155,-2.502,-1.648
0.038,-0.004,0.885,-5.920,-0.854,0.244
0.017,-0.006,0.894,-3.357,-0.122,2.319
-0.002,-0.005,0.899,-1.526,0.061,3.784
-0.028,-0.002,0.904,-0.671,-0.732,4.395
-0.051,0.001,0.906,1.160,-1.526,4.272
-0.061,-0.000,0.905,2.502,-2.136,3.052
-0.069,0.001,0.914,4.578,-3.235,1.709
-0.068,0.003,0.932,7.568,-4.272,0.488
-0.068,0.002,0.960,9.949,-5.066,-0.366
-0.078,0.013,0.988,10.681,-5.249,-0.549
-0.111,-0.002,1.029,10.010,-4.272,-0.916
-0.080,0.023,1.027,6.714,-2.625,-0.244
-0.085,0.035,1.041,4.089,-1.831,-1.648
-0.083,0.039,1.051,4.333,-2.380,-4.089
-0.077,0.039,1.053,3.357,-3.174,-5.310
-0.065,0.034,1.040,1.770,-3.235,-5.737
-0.060,0.042,1.012,2.808,-3.296,-4.883
-0.057,0.037,1.006,3.174,-3.601,-3.906
-0.054,0.034,1.005,3.662,-4.761,-2.686
-0.063,0.032,1.006,4.456,-4.578,-1.648
-0.080,0.029,1.010,5.798,-3.601,-1.099
-0.072,0.006,0.996,6.226,-2.686,-0.061
-0.062,0.019,0.975,2.380,-1.099,2.075
-0.056,0.032,0.967,-0.183,-0.977,3.052
-0.048,0.021,0.967,0.854,-2.014,3.052
-0.043,0.021,0.960,2.441,-2.625,4.028
-0.044,0.011,0.965,4.089,-3.235,5.127
-0.043,0.007,0.971,5.554,-3.662,5.737
-0.045,-0.010,0.994,6.348,-3.662,6.531
-0.048,-0.005,0.990,7.202,-3.174,8.362
-0.053,-0.010,0.995,7.568,-2.625,9.583
-0.040,0.001,0.981,6.042,-1.343,11.047
-0.051,-0.012,0.962,7.568,-1.099,11.597
-0.046,-0.008,0.953,7.446,-1.221,12.146
-0.045,-0.018,0.939,5.127,-0.427,12.390
-0.053,-0.021,0.936,4.517,0.549,11.963
-0.059,-0.035,0.938,4.517,1.343,12.268
-0.058,-0.033,0.936,2.502,1.465,13.672
-0.049,-0.035,0.943,1.282,1.465,15.015
-0.058,-0.029,0.937,3.113,0.000,16.724
-0.074,-0.041,0.943,2.441,-1.587,17.578
-0.071,-0.036,0.947,0.854,-2.136,17.456
-0.087,-0.033,0.953,-1.099,-1.709,17.273

-0.173,-0.272,2.467,12.451,33.020,26.367
-0.172,-0.248,2.625,21.423,21.790,26.794
-0.138,-0.228,2.729,28.625,4.883,18.311
-0.118,-0.220,2.830,19.287,-16.785,4.944
0.021,-0.263,2.857,0.549,-30.396,-5.554
0.278,-0.157,2.351,-26.245,-21.729,-2.075
0.422,0.052,1.782,-72.571,-22.949,2.686
0.461,0.072,1.595,-112.122,-48.706,-0.427
0.509,0.156,1.135,-132.568,-56.580,6.592
0.474,0.364,0.600,-136.047,-59.753,21.667
0.448,0.223,0.271,-112.366,-68.665,31.921
0.384,0.305,-0.050,-88.318,-78.918,36.011
0.250,0.321,-0.241,-55.420,-89.966,39.185
0.122,0.254,-0.223,-14.465,-100.647,36.804
0.006,0.177,-0.156,15.259,-105.652,31.433
-0.070,0.105,-0.112,32.227,-99.487,23.254
-0.124,0.009,-0.098,37.781,-88.684,14.404
-0.155,-0.044,-0.092,33.264,-79.102,9.583
-0.159,-0.050,-0.123,23.560,-68.787,10.254
-0.180,-0.068,-0.182,13.733,-54.382,11.230
-0.198,-0.055,-0.241,5.981,-40.283,11.719
-0.202,-0.050,-0.319,0.549,-27.771,10.620
-0.165,-0.040,-0.396,-0.916,-16.785,8.667
-0.135,-0.048,-0.443,2.930,-8.240,7.629
-0.067,-0.014,-0.442,11.780,-1.648,8.179
-0.088,-0.102,-0.271,22.095,-1.282,2.258
-0.084,-0.169,-0.164,24.902,8.057,-1.221
-0.092,-0.228,-0.080,22.705,17.029,3.662
-0.111,-0.236,-0.025,18.799,25.879,9.155
-0.149,-0.283,0.064,11.353,32.837,10.437
-0.187,-0.302,0.097,3.052,41.870,10.620
-0.212,-0.255,0.149,-5.737,50.903,8.240
-0.245,-0.240,0.211,-9.155,56.885,1.038
-0.237,-0.241,0.284,-10.437,62.561,-8.667
-0.187,-0.217,0.379,-10.437,68.848,-17.700
-0.125,-0.167,0.479,-8.484,76.050,-25.269
-0.046,-0.094,0.593,-5.859,83.069,-32.776
0.032,-0.030,0.748,-2.930,86.365,-39.673
0.117,-0.006,0.845,0.061,89.783,-46.570
0.193,0.026,0.907,5.554,92.773,-49.438
0.244,0.051,1.030,13.000,88.684,-48.096
0.248,0.056,1.219,19.165,78.308,-43.884
0.244,0.066,1.404,20.874,65.674,-38.879
0.212,0.057,1.548,20.508,55.664,-34.546
0.179,0.059,1.785,20.142,48.401,-30.579
0.114,0.043,1.731,23.621,51.086,-27.283
0.068,0.045,1.728,17.578,52.368,-25.269
0.012,0.048,1.756,12.512,48.035,-26.672
0.020,0.073,1.714,3.845,44.373,-29.541
