aX,aY,aZ,gX,gY,gZ
0.210,-0.574,0.045,-42.419,-92.346,-109.741
0.208,-0.491,0.030,-28.076,-91.492,-111.023
0.211,-0.406,0.023,-13.611,-89.355,-113.525
0.213,-0.376,0.016,-0.610,-87.219,-119.324
0.235,-0.400,0.001,10.254,-82.031,-125.977
0.274,-0.373,0.009,19.714,-75.867,-127.197
0.293,-0.293,0.048,32.471,-69.824,-126.465
0.306,-0.203,0.104,43.762,-61.707,-127.380
0.325,-0.172,0.186,43.762,-47.119,-132.141
0.322,-0.210,0.248,24.414,-25.452,-135.071
0.320,-0.315,0.234,-1.038,-1.526,-126.709
0.306,-0.404,0.193,-7.874,19.104,-105.225
0.343,-0.367,0.262,-9.766,33.508,-73.181
0.440,-0.347,0.298,-7.751,45.105,-28.931
0.437,-0.144,0.265,10.681,43.945,29.114
0.365,0.237,0.325,20.508,30.457,74.036
0.394,0.544,0.225,30.823,40.833,96.313
0.419,0.723,0.187,43.457,45.593,101.440
0.474,0.864,0.246,39.673,45.715,93.811
0.501,0.919,0.381,40.405,43.335,79.712
0.562,0.956,0.567,31.433,41.199,63.965
0.606,1.036,0.691,28.137,44.800,45.410
0.618,1.083,0.727,28.564,51.819,19.470
0.587,1.048,0.723,29.785,56.702,-8.667
0.509,0.870,0.715,29.358,59.265,-32.104
0.404,0.665,0.743,22.156,63.843,-39.673
0.313,0.580,0.718,16.663,71.228,-30.884
0.250,0.618,0.721,12.573,71.289,-20.874
0.266,0.743,0.717,9.521,57.312,-23.621
0.378,0.670,0.697,16.052,21.362,-41.687
0.468,0.509,0.812,26.001,-43.213,-49.805
0.441,0.427,1.182,33.264,-112.671,-39.551
0.362,0.386,1.585,43.213,-154.724,-27.405
0.276,0.330,1.950,52.002,-164.307,-22.522
0.207,0.213,2.239,50.171,-147.766,-26.306
0.166,0.106,2.434,42.908,-111.572,-31.189
0.117,0.042,2.524,31.006,-64.148,-31.494
0.074,0.010,2.454,13.062,-10.620,-29.236
0.038,-0.037,2.279,-14.343,43.884,-30.212
0.001,-0.148,2.065,-41.626,87.891,-34.302
-0.029,-0.233,1.833,-64.941,119.202,-34.607
-0.031,-0.347,1.496,-80.688,126.404,-21.851
-0.088,-0.336,1.321,-103.516,110.229,-0.183
-0.066,-0.293,1.111,-119.995,107.666,8.362
-0.011,-0.372,0.934,-114.075,99.731,6.775
0.047,-0.436,0.812,-101.685,88.928,6.653
0.101,-0.473,0.706,-82.153,75.989,9.644
0.152,-0.474,0.663,-58.960,58.228,14.587
0.208,-0.517,0.730,-34.241,38.696,18.005
0.235,-0.613,0.883,-3.296,24.231,22.217
0.253,-0.579,0.978,32.410,19.775,34.546
0.260,-0.451,1.006,59.387,20.325,47.729
0.264,-0.344,1.019,68.176,18.860,52.002
0.267,-0.297,1.028,60.730,16.052,48.035
0.274,-0.299,1.029,43.274,14.648,41.321
0.275,-0.297,1.007,23.743,15.076,36.377
0.255,-0.271,0.941,5.493,15.442,33.875
0.252,-0.164,0.889,-15.076,13.184,31.311
0.242,-0.070,0.864,-45.532,8.240,23.193
0.223,-0.142,0.842,-70.190,2.747,8.423
0.229,-0.330,0.869,-74.219,-5.615,-0.305
0.259,-0.358,0.962,-61.890,-14.404,8.057
0.278,-0.226,1.018,-51.392,-14.282,26.245
0.282,-0.117,1.037,-45.166,-10.010,38.879
0.265,-0.063,1.031,-41.260,-5.676,44.128
0.249,-0.002,1.024,-39.124,-2.441,45.898
0.156,0.073,0.991,-47.424,-0.183,45.898
0.258,0.097,0.954,-58.044,-1.282,43.579
0.249,0.112,0.988,-72.815,-4.761,40.039
0.264,0.137,0.914,-88.196,0.122,34.668
0.230,0.085,0.769,-93.811,8.301,25.330
0.265,0.041,0.612,-87.463,9.399,17.578
0.314,-0.012,0.508,-76.172,0.305,17.212
0.386,-0.021,0.506,-48.035,-15.503,26.245
0.475,-0.025,0.591,-8.667,-33.752,39.185
0.465,-0.004,0.621,32.166,-49.194,50.720
0.448,0.198,0.880,-54.688,-66.162,59.631
0.371,0.213,1.106,-78.430,-73.242,57.495
0.420,0.110,1.176,41.626,-74.707,64.514
0.352,0.117,1.213,68.420,-65.063,76.050
0.307,0.193,1.181,19.775,-40.283,72.998
0.260,0.258,1.079,10.742,-20.020,66.528
0.193,0.350,0.983,6.348,-6.592,65.552
0.150,0.371,0.852,33.813,4.028,55.664
0.084,0.211,0.645,125.549,7.568,44.861
0.077,0.217,0.569,134.583,-5.859,41.443
0.069,0.097,0.535,104.919,-22.339,30.212

-0.556,-0.589,1.842,47.852,-102.417,35.950
-0.520,-0.730,1.989,21.118,-102.112,22.949
-0.442,-0.837,1.938,-7.202,-89.844,9.888
-0.355,-0.997,1.716,-28.625,-75.317,-4.700
-0.247,-1.103,1.566,-44.189,-69.153,-16.663
-0.145,-1.151,1.478,-51.270,-69.885,-26.611
-0.078,-1.252,1.408,-48.279,-70.740,-37.537
0.022,-1.322,1.373,-53.650,-69.580,-48.096
0.105,-1.382,1.314,-64.941,-65.552,-56.519
0.182,-1.374,1.263,-94.360,-57.983,-61.462
0.234,-1.335,1.160,-113.403,-43.579,-64.758
0.299,-1.266,1.015,-131.165,-23.010,-66.162
0.322,-1.161,0.872,-151.306,0.793,-65.002
0.338,-1.055,0.716,-162.598,25.146,-63.782
0.350,-0.933,0.576,-172.058,47.241,-63.416
0.366,-0.833,0.410,-180.542,65.674,-65.063
0.403,-0.726,0.269,-198.059,77.759,-67.322
0.433,-0.643,0.141,-205.139,86.487,-67.749
0.438,-0.582,0.011,-204.773,93.445,-65.369
0.404,-0.503,-0.116,-199.585,97.595,-59.753
0.407,-0.370,-0.255,-191.040,97.290,-52.124
0.389,-0.224,-0.401,-178.894,92.651,-45.227
0.356,-0.099,-0.532,-156.433,83.923,-40.771
0.305,0.017,-0.642,-121.643,69.641,-38.025
0.273,0.135,-0.705,-78.552,49.133,-38.086
0.233,0.224,-0.707,-30.701,25.513,-41.809
0.207,0.301,-0.640,18.494,1.160,-46.692
0.193,0.347,-0.510,64.331,-20.264,-51.392
0.184,0.365,-0.328,101.929,-36.926,-55.664
0.200,0.389,-0.121,128.113,-47.363,-56.946
0.207,0.422,0.072,142.212,-48.401,-54.504
0.219,0.463,0.256,146.973,-42.419,-51.758
0.269,0.524,0.434,144.043,-30.701,-48.340
0.334,0.606,0.581,134.888,-14.099,-43.884
0.393,0.708,0.697,119.019,3.601,-39.001
0.401,0.775,0.763,100.708,19.531,-34.119
0.362,0.831,0.814,80.994,31.006,-31.372
0.301,0.879,0.850,63.354,39.612,-31.982
0.278,0.900,0.874,49.622,49.133,-36.560
0.294,0.875,0.890,37.292,58.533,-42.664
0.341,0.808,0.894,25.452,65.308,-46.509
0.364,0.727,0.873,17.273,69.519,-44.434
0.387,0.664,0.824,12.634,68.298,-36.865
0.325,0.590,0.752,14.221,61.035,-26.611
0.228,0.559,0.717,27.466,47.241,-17.029
0.129,0.528,0.755,48.401,27.832,-12.390
0.055,0.456,0.830,72.571,6.897,-15.076
0.011,0.380,0.933,94.543,-11.597,-21.729
-0.033,0.297,1.034,112.244,-26.550,-28.870
-0.048,0.210,1.163,122.375,-37.048,-36.133
-0.044,0.092,1.286,124.146,-41.992,-42.236
-0.030,-0.045,1.378,115.967,-41.199,-44.067
-0.050,-0.175,1.431,99.731,-36.499,-39.185
-0.083,-0.228,1.466,78.857,-30.029,-30.212
-0.086,-0.229,1.489,56.396,-21.729,-20.752
-0.102,-0.218,1.500,34.363,-8.850,-11.963
-0.086,-0.186,1.519,15.137,7.385,-4.822
-0.059,-0.173,1.537,-4.578,25.513,-1.770
-0.027,-0.184,1.523,-26.428,43.274,-0.183
0.070,-0.146,1.484,-48.523,59.448,1.343
0.018,-0.200,1.339,-67.932,73.486,2.502
0.135,-0.193,1.235,-78.674,78.003,4.150
0.145,-0.207,1.117,-77.820,74.524,6.226
0.164,-0.201,1.052,-65.796,62.500,6.470
0.183,-0.210,1.027,-45.044,45.471,5.920
0.192,-0.221,1.046,-19.897,27.649,5.798
0.190,-0.230,1.107,3.723,10.132,5.066
0.198,-0.235,1.172,20.447,-2.869,4.028
0.206,-0.275,1.214,28.748,-10.010,2.625
0.208,-0.341,1.227,29.358,-13.855,2.014
0.203,-0.411,1.159,22.949,-14.648,4.150
0.179,-0.387,1.176,1.465,-15.564,7.812
0.142,-0.512,0.963,7.507,-17.883,12.146
0.105,-0.708,0.823,-73.547,-21.790,15.442
0.146,-0.216,1.324,-201.233,-32.043,27.527
0.099,0.273,1.216,-41.321,-37.109,39.795
0.074,-0.250,1.218,43.335,-29.358,15.747
0.104,-0.488,1.190,24.292,-17.761,0.793
0.107,-0.303,1.132,4.944,-4.883,8.057
0.111,-0.263,1.014,-7.141,4.883,10.254
0.128,-0.269,0.912,-11.047,9.521,7.690
0.155,-0.224,0.851,-7.996,8.179,6.531
0.167,-0.217,0.833,0.732,1.831,4.761
0.170,-0.235,0.870,11.414,-6.836,2.930
0.166,-0.249,0.935,19.897,-13.916,1.892
0.158,-0.250,0.988,23.132,-16.785,2.380
0.151,-0.255,1.001,22.156,-15.015,3.357
0.134,-0.249,0.978,19.043,-11.719,4.333
0.142,-0.225,0.942,16.785,-9.521,4.761
0.088,-0.196,0.896,17.456,-9.888,4.028
0.122,-0.210,0.881,21.423,-12.390,0.977
0.121,-0.205,0.858,26.367,-15.320,-1.587
0.106,-0.174,0.894,33.081,-21.301,-2.625
0.107,-0.183,0.968,38.086,-26.917,-5.127
0.096,-0.215,1.011,39.368,-25.879,-7.507
0.107,-0.203,1.050,34.973,-21.484,-8.362
0.113,-0.203,1.050,25.818,-15.442,-9.033
0.119,-0.211,1.021,17.090,-9.888,-8.972
0.111,-0.190,0.982,10.498,-6.348,-7.935
0.114,-0.177,0.952,7.690,-4.944,-7.141
0.103,-0.167,0.940,8.057,-5.066,-7.080
0.092,-0.173,0.942,9.888,-5.676,-7.812
0.093,-0.166,0.945,11.475,-5.859,-8.728
0.096,-0.169,0.942,13.428,-5.005,-9.460
0.105,-0.179,0.944,16.357,-5.066,-10.132
0.114,-0.188,0.957,18.616,-6.348,-10.315
0.120,-0.196,0.975,20.020,-7.935,-10.071
0.117,-0.204,1.001,19.409,-9.155,-9.644
0.111,-0.200,1.022,17.151,-9.399,-9.399
0.104,-0.192,1.039,14.282,-7.935,-8.911
0.106,-0.189,1.045,10.071,-5.493,-8.911
0.101,-0.178,1.037,5.554,-2.869,-8.545
0.102,-0.161,1.021,1.770,-0.305,-7.935
0.104,-0.152,0.994,-0.977,2.075,-7.446
0.109,-0.139,0.958,-2.075,2.808,-6.897
0.111,-0.135,0.938,-0.488,1.465,-6.409
0.109,-0.132,0.927,2.930,-0.977,-5.615
0.100,-0.120,0.922,6.226,-2.991,-4.578
0.095,-0.121,0.915,9.949,-4.578,-4.028

-0.380,-0.747,1.941,-0.305,-77.087,81.543
-0.464,-0.901,1.996,2.075,-91.614,64.270
-0.509,-1.115,1.989,0.061,-98.206,37.476
-0.483,-1.384,2.007,-14.221,-96.436,11.414
-0.511,-1.453,2.041,-48.401,-82.947,-2.136
-0.163,-1.571,1.964,-97.900,-56.274,-10.986
-0.067,-1.625,1.752,-148.010,-21.667,-15.747
0.003,-1.569,1.481,-187.012,5.066,-15.198
0.135,-1.540,1.191,-205.078,23.621,-17.761
0.229,-1.448,0.969,-207.642,30.396,-18.433
0.254,-1.379,0.800,-201.355,28.687,-19.104
0.308,-1.320,0.674,-194.153,25.085,-20.081
0.319,-1.261,0.553,-183.167,25.574,-19.348
0.319,-1.190,0.442,-171.875,27.649,-17.456
0.307,-1.090,0.338,-159.790,29.907,-14.587
0.301,-0.979,0.244,-147.644,31.128,-12.268
0.292,-0.886,0.154,-134.583,29.846,-12.695
0.320,-0.807,0.085,-120.850,23.987,-15.442
0.348,-0.737,0.030,-103.821,15.442,-18.127
0.354,-0.654,-0.014,-82.764,6.042,-19.104
0.341,-0.543,-0.030,-59.875,-4.272,-20.447
0.348,-0.436,-0.026,-37.109,-14.954,-24.536
0.349,-0.358,-0.003,-16.907,-25.574,-30.762
0.349,-0.289,0.046,0.671,-34.485,-36.377
0.356,-0.247,0.112,15.625,-39.307,-40.771
0.360,-0.170,0.178,26.428,-38.147,-42.175
0.353,-0.060,0.208,31.189,-31.921,-40.161
0.355,0.064,0.206,30.090,-25.024,-37.537
0.376,0.118,0.161,27.588,-19.043,-35.522
0.381,0.185,0.106,28.809,-15.198,-32.837
0.373,0.259,0.065,36.316,-13.794,-30.029
0.359,0.314,0.050,49.316,-14.893,-28.931
0.339,0.347,0.074,65.247,-18.372,-29.541
0.305,0.390,0.137,77.332,-21.973,-30.273
0.278,0.448,0.206,82.703,-21.667,-30.151
0.239,0.532,0.235,82.458,-14.465,-27.283
0.209,0.622,0.232,79.224,-4.211,-23.499
0.213,0.713,0.240,77.332,5.066,-22.278
0.250,0.758,0.263,79.407,12.817,-23.315
0.287,0.770,0.328,85.632,19.287,-23.865
0.290,0.753,0.461,93.262,23.865,-22.827
0.276,0.732,0.644,98.938,28.564,-20.325
0.274,0.661,0.811,95.581,36.072,-17.517
0.273,0.595,0.919,78.369,45.837,-12.756
0.234,0.565,0.971,55.298,56.824,-5.005
0.193,0.569,0.989,32.593,66.040,1.221
0.167,0.522,0.982,15.381,70.984,4.333
0.133,0.500,0.977,4.822,71.289,7.141
0.077,0.487,0.982,-0.305,67.749,9.521
0.019,0.498,0.991,0.061,61.523,9.705
-0.012,0.483,1.008,5.859,52.734,6.104
-0.034,0.443,1.045,12.817,41.748,-0.183
-0.054,0.384,1.094,20.020,30.212,-6.775
-0.056,0.268,1.194,29.907,17.151,-14.587
-0.016,0.164,1.351,36.865,4.333,-20.386
0.022,0.053,1.494,36.255,-2.075,-21.545
0.065,-0.019,1.601,25.452,-1.770,-17.761
0.102,-0.083,1.653,12.024,3.113,-11.169
0.148,-0.135,1.640,-5.371,10.193,-2.197
0.163,-0.140,1.552,-20.264,16.663,9.338
0.141,-0.136,1.418,-29.480,18.738,20.935
0.085,-0.141,1.331,-24.780,14.343,28.015
0.054,-0.170,1.318,-11.292,5.371,28.992
0.038,-0.253,1.359,2.808,-3.906,25.330
0.017,-0.369,1.415,11.292,-12.146,20.752
0.012,-0.435,1.479,12.390,-17.151,18.372
-0.005,-0.469,1.529,4.883,-17.212,16.846
-0.010,-0.509,1.542,-6.592,-11.108,13.245
0.021,-0.555,1.514,-21.790,-2.686,9.216
0.053,-0.583,1.451,-37.415,6.653,6.287
0.071,-0.580,1.357,-47.546,14.099,4.639
0.127,-0.558,1.284,-53.589,15.991,2.625
0.160,-0.573,1.214,-54.382,14.526,0.977
0.195,-0.584,1.142,-51.025,11.108,2.075
0.214,-0.554,1.073,-44.128,7.019,5.981
0.231,-0.520,1.019,-40.039,1.831,10.376
0.214,-0.500,0.946,-31.372,-3.296,14.343
0.203,-0.472,0.918,-22.156,-9.521,17.944
0.182,-0.441,0.913,-10.742,-16.785,19.897
0.156,-0.417,0.927,0.305,-21.851,20.386
0.133,-0.401,0.950,7.385,-23.071,20.447
0.109,-0.373,0.967,9.827,-20.691,20.386
0.101,-0.334,0.960,8.667,-15.015,19.836
0.089,-0.289,0.925,6.042,-7.996,19.043
0.083,-0.247,0.877,3.113,-3.235,16.968
0.089,-0.208,0.836,3.296,-1.160,13.611
0.094,-0.177,0.820,6.592,-1.770,9.277
0.100,-0.156,0.835,11.902,-4.517,4.700
0.115,-0.145,0.872,15.869,-7.263,0.427
0.128,-0.141,0.898,17.944,-7.080,-1.770
0.125,-0.118,0.917,17.273,-4.944,-2.686
0.141,-0.124,0.921,14.893,-2.319,-4.150
0.146,-0.098,0.918,12.512,1.343,-4.456
0.148,-0.075,0.919,10.315,3.601,-5.005
0.161,-0.080,0.914,9.216,5.798,-6.226
0.170,-0.074,0.911,9.338,7.996,-6.836
0.171,-0.068,0.923,10.315,7.996,-7.690
0.172,-0.072,0.941,12.390,6.531,-8.789
0.177,-0.070,0.973,14.099,5.371,-10.071
0.191,-0.101,0.998,14.709,4.456,-11.292
0.204,-0.103,1.016,12.939,4.456,-11.047
0.202,-0.103,1.014,10.315,4.883,-9.521
0.194,-0.096,1.000,7.935,4.639,-8.362
0.189,-0.089,1.001,7.874,3.296,-7.812
0.192,-0.113,1.014,8.789,1.404,-7.874
0.182,-0.110,1.033,7.507,0.427,-7.202
0.172,-0.117,1.037,4.456,0.793,-5.920
0.166,-0.122,1.013,1.160,2.808,-4.883
0.157,-0.111,0.980,-1.160,4.028,-3.784
0.151,-0.105,0.955,-0.610,3.174,-3.784
0.148,-0.119,0.945,1.831,0.854,-4.639
0.138,-0.118,0.946,5.249,-1.648,-5.005
0.127,-0.131,0.969,8.606,-4.089,-5.859
0.128,-0.146,1.000,10.437,-5.859,-6.775
0.130,-0.162,1.006,8.911,-5.371,-6.714
0.124,-0.155,1.003,5.310,-3.662,-5.371
0.120,-0.152,0.984,2.075,-1.953,-4.517
0.125,-0.148,0.952,0.366,-0.549,-4.333
0.133,-0.149,0.933,1.831,-0.549,-4.578

-0.386,-0.454,1.997,-4.089,-71.594,89.172
-0.451,-0.571,1.880,-23.804,-73.059,84.534
-0.466,-0.703,1.736,-36.255,-73.303,71.899
-0.419,-0.912,1.618,-40.161,-74.707,54.626
-0.377,-1.108,1.570,-37.659,-79.529,36.987
-0.345,-1.252,1.587,-34.851,-81.970,20.264
-0.224,-1.387,1.621,-40.100,-77.576,1.465
-0.167,-1.511,1.598,-54.138,-63.843,-18.188
-0.072,-1.649,1.522,-73.486,-43.701,-35.156
0.028,-1.743,1.419,-98.389,-19.165,-44.067
0.133,-1.724,1.251,-127.197,4.578,-46.082
0.238,-1.669,1.055,-149.780,22.339,-46.204
0.304,-1.622,0.880,-166.931,31.982,-46.936
0.366,-1.576,0.740,-174.927,36.072,-47.668
0.412,-1.529,0.620,-172.241,38.269,-47.363
0.488,-1.463,0.524,-163.757,37.476,-45.654
0.465,-1.393,0.424,-151.672,34.302,-43.274
0.480,-1.282,0.342,-135.376,25.269,-38.574
0.497,-1.162,0.279,-116.516,14.038,-35.217
0.469,-1.054,0.247,-96.375,2.258,-33.813
0.429,-0.957,0.261,-77.271,-10.132,-33.569
0.405,-0.876,0.305,-60.852,-19.348,-35.217
0.389,-0.797,0.350,-49.133,-20.203,-36.743
0.361,-0.708,0.359,-43.640,-14.465,-37.292
0.331,-0.613,0.343,-43.701,-6.409,-37.781
0.314,-0.524,0.315,-46.387,-0.366,-40.100
0.294,-0.429,0.279,-48.950,3.967,-42.664
0.272,-0.321,0.252,-49.683,6.897,-45.654
0.252,-0.195,0.224,-49.561,9.460,-49.316
0.243,-0.097,0.194,-46.692,11.841,-54.199
0.251,-0.027,0.172,-40.039,14.526,-59.692
0.280,0.026,0.160,-29.053,16.907,-64.941
0.312,0.078,0.171,-15.930,18.311,-68.909
0.360,0.138,0.193,-2.869,17.883,-71.594
0.406,0.177,0.219,6.836,15.869,-72.937
0.458,0.252,0.233,11.292,13.000,-70.862
0.472,0.336,0.208,11.108,11.230,-65.247
0.449,0.443,0.167,10.437,9.949,-57.068
0.395,0.572,0.114,13.855,9.949,-49.316
0.349,0.669,0.082,23.193,11.108,-45.776
0.341,0.717,0.097,38.025,12.085,-46.753
0.358,0.711,0.156,55.359,12.878,-48.767
0.380,0.689,0.257,70.068,14.587,-48.279
0.374,0.661,0.373,78.674,17.761,-43.518
0.347,0.637,0.465,78.918,23.071,-35.583
0.303,0.650,0.521,72.327,29.419,-25.269
0.263,0.672,0.566,63.171,35.828,-14.954
0.217,0.689,0.619,54.993,41.870,-6.409
0.178,0.698,0.679,47.791,46.448,-1.160
0.160,0.660,0.746,39.917,50.232,2.075
0.138,0.635,0.807,30.823,54.443,5.127
0.112,0.648,0.832,20.447,59.875,7.690
0.098,0.645,0.795,12.085,64.514,7.568
0.096,0.618,0.733,10.193,62.805,4.517
0.108,0.561,0.700,18.555,53.406,0.427
0.102,0.473,0.732,35.706,37.109,-2.502
0.074,0.384,0.835,58.716,18.250,-3.174
0.039,0.310,0.986,78.857,1.343,-2.563
0.006,0.176,1.350,86.792,-9.644,-1.465
-0.006,0.115,1.661,66.589,-7.080,2.136
0.000,0.143,1.520,30.151,20.264,8.789
0.032,0.184,1.179,0.977,41.931,13.428
0.067,0.191,1.040,-3.723,38.696,15.015
0.068,0.122,1.115,3.601,22.644,13.916
0.080,0.080,1.277,10.681,11.047,13.489
0.123,0.003,1.397,14.160,9.827,12.268
0.169,-0.079,1.387,15.381,18.799,12.756
0.199,-0.088,1.384,16.602,27.527,16.663
0.235,-0.160,1.441,20.020,28.748,18.738
0.280,-0.241,1.482,21.362,27.832,20.081
0.311,-0.275,1.437,18.982,24.841,22.583
0.316,-0.348,1.410,18.005,15.198,22.949
0.305,-0.426,1.513,18.799,-0.122,22.583
0.280,-0.501,1.602,16.357,-10.681,22.095
0.256,-0.525,1.567,8.118,-12.512,22.461
0.275,-0.547,1.468,0.793,-11.597,22.095
0.199,-0.572,1.399,-1.160,-13.306,20.752
0.204,-0.587,1.421,-2.563,-15.869,19.043
0.180,-0.618,1.403,-5.127,-14.343,16.113
0.188,-0.635,1.333,-9.033,-8.240,13.245
0.210,-0.621,1.208,-11.169,-3.235,11.658
0.217,-0.597,1.114,-10.010,-3.174,10.925
0.221,-0.575,1.100,-6.226,-8.057,9.766
0.229,-0.582,1.107,-3.174,-13.123,8.362
0.221,-0.573,1.093,-2.441,-14.282,8.728
0.222,-0.547,1.046,-3.662,-13.123,9.583
0.223,-0.521,1.010,-3.906,-11.658,10.315
0.225,-0.510,0.990,-4.028,-10.681,10.986
0.217,-0.482,0.974,-4.822,-8.850,12.024
0.217,-0.444,0.931,-5.981,-5.676,13.428
0.211,-0.411,0.874,-6.958,-4.211,13.916
0.205,-0.357,0.823,-6.592,-5.249,13.916
0.203,-0.322,0.784,-3.845,-7.202,13.000
0.200,-0.299,0.776,-0.305,-9.888,11.536
0.187,-0.283,0.791,3.357,-12.146,10.010
0.174,-0.259,0.805,6.104,-12.817,8.301
0.169,-0.237,0.831,8.606,-12.146,6.104
0.171,-0.253,0.869,9.644,-10.864,2.747
0.180,-0.250,0.912,8.728,-8.301,0.732
0.190,-0.238,0.926,5.493,-4.395,-0.122
0.201,-0.207,0.927,1.221,-0.427,-0.671
0.229,-0.200,0.907,-2.075,3.296,-1.831
0.253,-0.185,0.880,-4.333,5.371,-2.380
0.262,-0.168,0.866,-4.456,4.639,-2.441
0.269,-0.161,0.898,-1.709,1.648,-2.075
0.271,-0.171,0.930,0.366,-0.061,-2.075
0.269,-0.174,0.935,1.038,-0.122,-1.648
0.264,-0.172,0.939,1.221,-0.427,-1.038
0.254,-0.170,0.960,1.648,-2.258,-0.732
0.246,-0.184,0.985,1.160,-3.296,-1.099
0.238,-0.184,1.000,-0.061,-3.296,-0.793
0.229,-0.179,0.995,-1.953,-2.686,0.000
0.215,-0.169,0.976,-3.418,-1.709,0.610
0.205,-0.172,0.955,-3.723,-1.160,0.366
0.199,-0.170,0.940,-2.808,-1.953,0.183
0.193,-0.175,0.931,-1.648,-3.479,-0.122
0.181,-0.182,0.931,0.793,-5.554,0.000
0.167,-0.180,0.927,3.174,-7.812,0.000
0.155,-0.186,0.916,5.554,-9.705,-0.549

-0.258,-0.494,2.188,21.240,-18.494,43.335
-0.238,-0.674,2.240,7.874,-22.278,30.151
-0.182,-0.842,2.212,-9.583,-22.949,16.174
-0.096,-1.024,2.106,-29.114,-22.339,2.930
-0.011,-1.166,2.012,-47.546,-24.963,-6.348
0.095,-1.299,1.955,-63.599,-27.893,-12.390
0.173,-1.417,1.876,-80.688,-28.259,-15.015
0.252,-1.473,1.701,-98.755,-25.391,-13.245
0.314,-1.501,1.471,-110.718,-24.475,-11.169
0.369,-1.544,1.323,-114.136,-30.151,-10.376
0.412,-1.599,1.220,-113.464,-35.828,-10.864
0.428,-1.620,1.110,-112.183,-38.025,-10.986
0.428,-1.617,1.012,-114.807,-37.842,-10.742
0.409,-1.579,0.884,-120.117,-34.241,-8.423
0.399,-1.499,0.731,-122.070,-27.527,-5.798
0.314,-1.437,0.590,-120.972,-22.339,-4.761
0.307,-1.390,0.491,-119.019,-19.104,-4.517
0.181,-1.281,0.495,-122.620,-15.869,-3.296
0.368,-1.233,0.412,-124.939,-7.751,-3.052
0.261,-1.117,0.280,-126.770,-0.244,-1.343
0.166,-1.015,0.174,-127.808,5.066,-0.488
0.230,-0.919,0.104,-127.258,3.967,-3.906
0.233,-0.837,-0.006,-126.160,7.874,-7.629
0.230,-0.721,-0.124,-119.995,6.775,-8.972
0.206,-0.575,-0.208,-108.948,0.305,-8.972
0.200,-0.424,-0.259,-95.520,-8.728,-11.780
0.185,-0.346,-0.287,-78.674,-18.616,-19.409
0.179,-0.298,-0.284,-59.937,-28.198,-27.771
0.176,-0.199,-0.263,-40.710,-35.706,-33.447
0.170,-0.105,-0.242,-21.973,-41.809,-38.513
0.182,-0.082,-0.197,-2.441,-48.401,-45.105
0.223,-0.099,-0.078,19.043,-55.786,-50.659
0.267,-0.080,0.117,41.199,-59.387,-52.429
0.308,0.025,0.366,54.260,-54.260,-49.805
0.327,0.151,0.484,51.697,-38.025,-46.509
0.355,0.239,0.464,43.030,-17.883,-43.518
0.374,0.311,0.381,29.419,-3.113,-41.077
0.391,0.450,0.300,17.822,2.319,-37.292
0.391,0.557,0.269,14.160,0.244,-35.828
0.400,0.609,0.268,15.930,-5.249,-37.048
0.367,0.667,0.287,24.353,-10.071,-39.612
0.346,0.731,0.434,32.104,-15.869,-41.992
0.344,0.746,0.650,31.799,-14.709,-44.739
0.333,0.738,0.755,26.794,-0.122,-46.204
0.337,0.734,0.733,18.188,22.583,-44.312
0.340,0.772,0.700,8.545,41.565,-39.124
0.345,0.785,0.684,1.160,53.528,-33.752
0.338,0.776,0.645,-4.028,60.730,-26.672
0.336,0.792,0.620,-7.141,62.256,-17.151
0.313,0.792,0.621,-6.042,60.364,-7.690
0.254,0.804,0.646,0.793,57.312,0.244
0.193,0.794,0.706,12.512,53.101,4.333
0.148,0.727,0.778,24.353,49.622,3.418
0.127,0.639,0.833,34.546,47.180,1.343
0.103,0.550,0.873,42.419,45.532,-0.427
0.085,0.458,0.926,48.950,42.786,-1.831
0.074,0.353,0.980,53.650,38.208,-2.686
0.102,0.246,0.996,54.321,33.447,-2.380
-0.029,0.213,0.987,52.490,28.503,0.793
-0.029,0.219,1.018,52.979,20.508,3.052
-0.042,0.124,1.109,51.636,12.695,-1.770
-0.077,0.088,1.263,47.668,10.315,-3.723
-0.057,0.064,1.383,37.598,14.832,-6.226
-0.017,0.033,1.420,24.963,23.804,-9.338
0.013,0.031,1.350,12.756,35.217,-9.766
0.071,0.038,1.228,4.944,41.504,-8.911
0.141,-0.014,1.137,4.089,38.330,-7.263
0.165,-0.036,1.111,8.911,28.687,-2.441
0.172,-0.045,1.111,16.418,16.724,4.089
0.151,-0.080,1.110,24.597,6.470,9.888
0.127,-0.142,1.114,32.349,-1.526,13.855
0.108,-0.220,1.183,38.635,-7.751,15.808
0.078,-0.392,1.203,36.072,-17.029,17.456
0.112,-0.239,1.578,23.254,-22.827,18.799
0.128,-0.307,1.638,46.082,-18.250,15.747
0.163,-0.409,1.578,45.105,-3.601,10.559
0.202,-0.521,1.514,36.255,-0.122,9.399
0.219,-0.517,1.449,22.522,-0.244,13.245
0.210,-0.520,1.426,19.287,-7.324,17.822
0.192,-0.558,1.412,16.235,-14.954,20.264
0.155,-0.591,1.446,11.597,-21.790,22.583
0.138,-0.622,1.504,4.639,-23.132,24.109
0.126,-0.595,1.501,-6.348,-15.686,25.696
0.109,-0.553,1.379,-14.404,-5.188,27.466
0.105,-0.521,1.240,-19.775,1.526,27.039
