aX,aY,aZ,gX,gY,gZ
0.112,-0.148,1.004,-12.451,11.108,2.319
0.101,-0.157,0.985,-24.780,16.968,5.859
0.104,-0.165,0.957,-35.645,22.766,9.705
0.108,-0.138,0.918,-48.340,28.259,15.381
0.140,-0.134,0.865,-53.162,29.480,20.447
0.140,-0.118,0.848,-57.068,24.719,26.855
0.118,-0.071,0.872,-61.340,18.616,32.593
0.101,-0.047,0.924,-59.082,13.611,33.142
0.080,-0.062,0.885,-42.664,10.498,29.785
0.087,-0.035,0.913,-35.339,5.066,29.480
0.096,0.037,0.944,-31.189,-2.136,29.541
0.095,0.060,0.998,-28.870,-8.118,27.710
0.089,0.055,1.013,-29.236,-10.132,23.499
0.084,0.043,1.058,-30.823,-8.484,20.630
0.057,0.036,1.053,-29.663,-4.700,19.104
0.034,0.057,1.031,-27.283,-1.160,18.433
0.021,0.062,0.997,-23.804,1.160,15.686
0.051,0.054,0.971,-21.484,-0.244,12.878
0.091,0.138,0.971,-13.855,-8.484,13.306
0.120,0.160,0.956,2.258,-19.592,8.484
0.098,0.109,1.011,21.484,-33.936,1.404
0.007,0.008,1.098,27.832,-37.476,-3.479
0.009,-0.048,1.124,20.142,-24.475,-2.014
0.040,-0.069,1.042,12.817,-10.132,6.958
0.036,-0.157,0.922,6.287,-4.150,17.944

0.690,-0.668,1.725,59.509,38.513,-0.793
0.631,-0.813,1.882,78.247,74.219,8.850
0.508,-0.790,1.842,78.247,106.995,27.039
0.450,-0.603,1.843,50.171,121.155,47.180
0.442,-0.457,1.824,22.583,118.042,55.725
0.426,-0.416,1.845,12.878,100.830,45.837
0.332,-0.436,1.967,12.939,71.106,28.381
0.164,-0.477,2.238,7.935,34.241,11.230
-0.043,-0.383,2.682,-13.062,7.690,-6.653
-0.288,-0.245,3.191,-28.625,6.226,-15.930
-0.600,-0.024,3.659,-40.100,33.020,-16.602
-0.902,0.135,3.921,-77.515,92.896,-22.217
-1.072,0.261,3.899,-146.545,174.866,-31.372
-1.011,0.418,3.543,-228.333,254.272,-37.598
-0.837,0.498,2.867,-296.265,311.646,-39.429
-0.575,0.718,2.058,-343.445,333.679,-34.485
-0.250,1.066,1.247,-348.694,318.420,-22.522
0.036,1.500,0.588,-308.716,270.264,-11.658
0.308,1.925,0.249,-233.765,201.965,-7.263
0.487,1.787,0.123,-120.544,135.864,-23.437
0.525,1.406,-0.334,8.362,100.098,-44.800
0.655,1.077,-0.953,49.072,86.121,-50.293
0.722,0.661,-1.277,6.470,66.040,-45.898
0.739,0.594,-1.399,-38.818,31.311,-15.076
0.793,0.659,-1.274,-46.326,-8.606,27.588
0.682,0.810,-0.973,-46.631,-38.879,64.331
0.346,0.784,-0.795,-48.401,-50.110,79.651
-0.011,0.677,-0.668,-42.664,-51.575,77.332
-0.370,0.667,-0.585,-46.265,-46.387,67.505
-0.580,0.715,-0.563,-53.772,-36.133,44.373
-0.630,0.662,-0.620,-64.514,-22.644,6.653
-0.530,0.458,-0.882,-70.557,-11.169,-38.757
-0.365,0.300,-0.952,-90.576,-18.005,-76.660
-0.216,0.168,-0.690,-105.469,-39.795,-104.248
-0.147,-0.085,-0.597,-87.036,-43.335,-124.878
-0.044,-0.236,-0.892,-51.453,-30.579,-132.263
-0.085,-0.341,-0.904,-32.837,-44.189,-132.202
-0.128,-0.441,-0.991,-2.563,-57.495,-133.240
-0.134,-0.567,-1.075,25.391,-71.350,-136.536
-0.154,-0.724,-1.084,58.167,-93.628,-140.198
-0.165,-0.872,-1.035,92.285,-128.052,-140.625
-0.156,-1.038,-0.944,118.225,-171.387,-138.184
-0.144,-1.257,-0.788,130.920,-220.337,-134.216
-0.130,-1.451,-0.537,136.475,-270.813,-125.366
-0.130,-1.618,-0.230,135.010,-317.261,-109.680
-0.176,-1.787,0.158,129.211,-353.149,-86.426
-0.031,-1.889,0.491,126.404,-373.962,-55.725
-0.365,-1.995,0.919,130.310,-379.211,-26.428
-0.467,-2.032,1.529,108.093,-378.601,7.874
-0.534,-1.954,2.228,77.576,-359.985,50.537
-0.500,-1.317,3.462,74.036,-313.538,94.055
-0.680,-1.380,3.186,127.197,-221.252,110.352
-0.568,-0.873,3.264,95.581,-139.282,130.493
-0.476,-0.581,3.124,75.256,-73.730,133.484
-0.313,-0.378,2.890,50.964,-20.508,123.047
-0.188,-0.255,2.734,24.597,21.423,106.201
-0.147,-0.156,2.567,9.155,58.838,86.731
-0.133,-0.122,2.327,0.671,95.520,69.153
-0.148,-0.103,2.049,-4.822,118.896,59.875
-0.199,-0.056,1.794,-14.160,127.747,56.519
-0.260,0.005,1.576,-24.902,126.770,54.199
-0.304,0.052,1.390,-31.189,117.981,50.659
-0.325,0.083,1.249,-31.921,101.440,47.363
-0.314,0.150,1.163,-32.227,82.153,46.509
-0.297,0.226,1.124,-31.799,65.491,44.983
-0.267,0.268,1.097,-26.917,53.833,40.405
-0.234,0.284,1.058,-21.484,47.607,35.034
-0.192,0.301,1.039,-18.433,44.312,30.945
-0.143,0.312,1.043,-15.625,42.725,27.832
-0.097,0.309,1.023,-9.277,42.480,24.963
-0.066,0.328,0.995,-5.066,41.199,23.499
-0.020,0.346,0.984,-6.409,36.499,21.362
0.007,0.333,1.001,-10.498,29.236,18.005
0.019,0.293,1.027,-14.038,21.851,14.771
0.050,0.267,1.036,-17.151,16.296,13.123
0.081,0.268,1.034,-16.541,12.085,12.024
0.112,0.255,1.032,-13.306,7.446,8.728
0.124,0.222,1.052,-10.925,2.319,3.906
0.135,0.193,1.071,-10.376,-1.526,-0.061
0.142,0.152,1.088,-11.475,-3.052,-1.831
0.187,0.148,1.082,-13.794,-3.174,-1.282
0.193,0.141,1.103,-12.817,-2.747,-0.793
0.185,0.117,1.100,-13.184,2.625,-1.648
0.185,0.120,1.067,-14.221,10.742,-1.831
0.184,0.087,1.004,-12.939,16.785,-2.930
0.190,0.055,0.953,-9.827,18.799,-4.272
0.101,-0.042,0.863,-8.179,16.541,-3.174
0.167,-0.058,0.901,-8.057,8.545,3.845
0.262,-0.017,0.937,-13.611,2.319,15.198
0.326,0.105,0.980,-18.250,2.014,22.766
0.252,0.113,0.941,-18.127,6.226,20.874
0.209,0.079,0.919,-15.869,8.179,14.465
0.175,0.044,0.897,-15.930,9.033,9.766
0.167,0.039,0.892,-15.503,8.850,7.507
0.164,0.035,0.879,-13.794,9.155,6.226
0.167,0.030,0.859,-13.367,9.827,4.761
0.190,0.025,0.854,-12.512,8.850,3.723
0.220,0.030,0.858,-11.353,5.615,3.723
0.245,0.044,0.883,-8.545,0.183,4.089
0.242,0.051,0.914,-3.601,-5.249,4.333
0.213,0.044,0.959,0.427,-9.888,4.089
0.175,0.031,1.000,2.258,-11.902,4.333
0.136,0.036,1.029,1.587,-10.437,5.249
0.112,0.051,1.038,-0.305,-6.836,5.432
0.104,0.050,1.030,-1.831,-3.235,4.028
0.112,0.048,1.016,-2.686,-0.366,2.136
0.135,0.045,0.999,-2.991,1.892,0.488
0.156,0.049,0.973,-2.930,3.052,-0.610
0.178,0.042,0.958,-3.113,2.075,-0.977
0.174,0.038,0.966,-4.639,-1.282,0.366
0.173,0.033,0.986,-6.165,-4.333,2.869
0.156,0.036,0.998,-6.226,-6.287,5.859
0.150,0.048,0.995,-7.385,-6.104,8.118
0.124,0.048,1.005,-7.690,-5.310,9.399
0.112,0.042,0.996,-6.104,-3.967,10.864
0.118,-0.033,0.938,-6.042,-1.831,12.146
0.274,-0.081,0.897,-3.357,-4.578,16.907
0.158,0.113,0.980,-14.526,-9.705,23.621
0.050,0.175,0.996,-21.912,-6.714,18.921

0.161,-0.630,2.354,89.355,-40.771,48.157
0.170,-0.590,2.785,74.158,13.733,39.307
0.220,-0.461,3.020,54.504,79.041,33.875
0.295,-0.290,3.025,27.466,137.451,31.494
0.402,-0.193,2.917,-7.874,172.363,29.297
0.442,-0.289,2.782,-50.659,181.030,28.931
0.213,0.003,2.856,-123.108,168.579,33.997
0.062,0.381,3.016,-162.170,165.955,55.969
-0.104,0.504,3.187,-172.241,182.922,56.580
-0.329,0.571,3.290,-208.679,221.375,34.058
-0.478,0.586,3.184,-269.165,270.508,9.216
-0.654,0.576,2.946,-320.007,312.439,-8.545
-0.788,0.619,2.610,-357.483,338.135,-16.663
-0.864,0.664,2.120,-383.240,355.896,-22.644
-0.884,0.730,1.412,-393.982,367.493,-29.053
-0.827,0.936,0.577,-389.282,365.540,-33.997
-0.722,1.036,-0.160,-361.572,340.393,-46.265
-0.550,1.075,-0.975,-297.668,298.584,-62.805
-0.243,1.183,-1.715,-237.427,244.934,-73.975
0.170,1.417,-2.072,-205.566,167.847,-86.426
0.390,1.402,-2.038,-180.115,76.599,-110.962
0.505,1.226,-1.646,-145.142,-16.602,-135.437
0.565,1.004,-0.984,-129.761,-93.933,-151.367
0.537,0.823,-0.268,-127.014,-133.118,-161.255
0.412,0.662,0.192,-117.737,-122.009,-173.218
0.210,0.522,0.297,-102.112,-69.153,-187.805
-0.049,0.304,0.037,-74.890,-5.127,-199.768
-0.285,-0.175,-0.432,-36.682,37.537,-197.693
-0.373,-0.445,-0.778,-12.573,41.077,-161.133
-0.433,-0.283,-0.866,-10.437,15.808,-106.689
-0.484,-0.100,-0.811,-10.803,-22.095,-63.660
-0.471,0.128,-0.671,-10.498,-59.875,-44.250
-0.439,0.191,-0.538,4.150,-90.088,-54.626
-0.448,0.040,-0.436,28.259,-111.572,-84.900
-0.475,-0.178,-0.430,45.593,-125.732,-116.394
-0.467,-0.474,-0.596,59.509,-134.399,-138.550
-0.421,-0.802,-0.885,67.017,-146.667,-145.569
-0.375,-1.031,-1.051,65.430,-179.932,-132.385
-0.357,-1.100,-1.014,66.895,-233.459,-106.201
-0.381,-1.024,-0.871,83.130,-289.917,-81.177
-0.441,-1.124,-0.709,102.539,-341.125,-70.496
-0.536,-1.359,-0.511,116.577,-388.733,-65.308
-0.643,-1.513,-0.208,121.948,-432.007,-50.903
-0.754,-1.581,0.178,121.643,-463.318,-29.419
-0.831,-1.581,0.599,122.681,-471.802,-8.423
-0.883,-1.583,1.090,121.887,-456.848,5.371
-0.844,-1.587,1.716,118.347,-416.626,11.841
-0.725,-1.631,2.266,119.751,-348.206,14.221
-0.520,-1.778,2.618,130.310,-260.254,20.569
-0.127,-1.579,3.084,152.039,-174.866,41.687
0.029,-1.574,2.936,222.229,-96.680,62.378
0.327,-1.302,2.797,229.858,-23.193,77.576
0.506,-1.057,2.547,177.551,0.549,102.966
0.550,-0.836,2.429,132.263,-11.292,118.958
0.499,-0.652,2.302,87.158,-28.992,130.981
0.374,-0.557,2.120,48.035,-31.982,138.062
0.249,-0.470,1.960,19.592,-19.409,144.531
0.127,-0.340,1.788,-0.793,2.808,151.672
0.034,-0.197,1.637,-22.766,24.902,157.837
-0.016,0.006,1.506,-40.710,41.321,160.950
-0.027,0.200,1.387,-48.462,49.438,156.128
-0.013,0.363,1.315,-50.903,44.739,142.700
-0.002,0.447,1.307,-49.377,28.259,124.207
-0.031,0.456,1.347,-48.767,4.944,106.567
-0.086,0.408,1.427,-51.392,-14.709,92.529
-0.144,0.390,1.501,-58.594,-23.682,86.182
-0.185,0.436,1.545,-63.354,-18.433,85.144
-0.210,0.481,1.499,-59.082,-1.221,82.642
-0.227,0.544,1.380,-50.049,20.691,75.928
-0.220,0.557,1.235,-44.800,37.537,64.331
-0.200,0.515,1.126,-39.856,44.434,50.049
-0.156,0.471,1.072,-33.936,43.030,36.743
-0.082,0.394,1.039,-27.527,39.185,25.757
-0.014,0.307,0.970,-22.278,35.400,18.372
0.049,0.230,0.888,-17.578,29.358,15.564
0.093,0.173,0.844,-14.832,17.334,16.846
0.122,0.159,0.845,-13.550,2.075,19.714
0.128,0.150,0.868,-11.780,-12.268,21.179
0.117,0.138,0.915,-12.085,-24.414,20.813
0.106,0.125,0.978,-14.893,-32.410,19.592
0.090,0.112,1.044,-17.151,-35.034,17.822
0.089,0.094,1.102,-19.470,-32.593,14.893
0.104,0.083,1.127,-21.057,-25.696,12.207
0.132,0.057,1.137,-20.081,-18.372,10.010
0.168,0.018,1.124,-17.273,-12.085,8.911
0.205,-0.017,1.089,-14.282,-7.629,10.864
0.230,-0.034,1.041,-10.193,-6.653,15.686
0.231,-0.051,0.994,-7.812,-8.301,20.874
0.249,-0.006,0.960,-7.812,-10.864,26.184
0.233,0.040,0.935,-6.226,-14.160,26.794
0.213,-0.005,0.927,-2.136,-15.869,21.484
0.200,-0.046,0.927,0.549,-16.479,19.653
0.196,-0.031,0.923,-0.061,-13.733,21.301
0.200,0.000,0.922,1.221,-9.766,22.766
0.177,0.025,0.915,6.592,-5.798,21.362
0.161,0.005,0.897,11.169,-1.587,17.456
0.143,-0.036,0.868,12.817,2.441,14.832
0.155,-0.072,0.834,10.803,4.456,16.174
0.173,-0.074,0.810,8.667,3.357,20.325
0.177,-0.055,0.799,7.874,-0.610,24.902
0.159,-0.059,0.793,8.362,-5.310,28.137
0.146,-0.072,0.810,8.423,-10.742,30.762
0.144,-0.049,0.847,6.042,-15.137,34.302
0.133,-0.035,0.882,4.089,-17.090,36.255
0.123,-0.024,0.920,4.333,-17.639,37.048
0.125,0.002,0.949,3.967,-16.785,36.255
0.130,0.025,0.967,2.380,-13.855,32.776
0.141,0.034,0.970,0.488,-11.047,28.076
0.143,0.030,0.971,-0.610,-9.399,22.583
0.146,0.027,0.983,-2.075,-9.094,17.822
0.131,0.005,0.992,-1.526,-10.010,15.015
0.115,-0.014,0.989,-1.221,-11.597,14.343
0.098,-0.010,0.989,-2.747,-13.000,15.320
0.083,0.000,0.997,-4.089,-13.916,15.991
0.074,0.013,1.003,-5.127,-14.099,15.564
0.069,0.025,1.020,-5.615,-13.123,13.855
0.073,0.062,1.100,-3.662,-10.559,10.986
0.075,0.020,1.034,3.357,-5.859,7.202
0.085,0.029,1.023,1.282,-3.357,5.676

0.149,-0.964,2.224,73.303,15.808,-24.658
0.075,-1.067,2.624,45.593,73.608,-35.706
0.038,-1.101,2.776,44.861,137.573,-34.546
0.030,-1.058,2.583,36.316,198.853,-23.987
0.071,-0.900,2.374,2.136,232.605,-9.705
0.070,-0.749,2.243,-23.987,232.910,-1.465
0.044,-0.650,2.201,-32.166,214.783,2.686
0.000,-0.560,2.253,-49.744,203.308,5.188
-0.069,-0.427,2.318,-78.369,210.388,7.019
-0.092,-0.312,2.245,-108.582,231.934,8.728
-0.041,-0.021,2.205,-147.339,255.371,10.254
0.091,0.353,2.268,-190.857,269.165,6.470
0.382,0.271,2.268,-228.149,274.963,-13.489
0.364,0.755,2.276,-289.062,271.301,-30.212
0.860,1.281,1.964,-281.860,268.921,-10.498
1.293,1.410,1.501,-254.456,242.798,-11.353
1.562,1.343,0.981,-242.859,198.425,-12.085
1.698,1.395,0.557,-232.788,143.066,6.653
1.685,1.469,0.210,-224.487,95.459,31.921
1.559,1.613,-0.055,-217.651,65.308,51.025
1.378,1.613,-0.200,-192.688,43.030,57.129
1.201,1.402,-0.505,-141.602,26.794,51.208
1.137,1.251,-0.566,-104.492,6.714,45.471
1.063,1.121,-0.592,-79.102,-14.404,41.748
0.938,0.929,-0.588,-50.964,-33.081,32.227
0.675,0.708,-0.531,-37.781,-45.959,19.653
0.394,0.457,-0.493,-20.264,-50.049,3.113
0.176,0.244,-0.481,-9.338,-43.640,-9.766
0.041,0.174,-0.486,-1.892,-30.090,-17.334
-0.051,0.149,-0.553,10.437,-13.855,-23.987
-0.094,0.141,-0.720,30.090,-0.061,-35.156
-0.125,0.084,-0.985,56.091,6.287,-48.645
-0.197,0.113,-1.105,62.988,-0.549,-59.570
-0.297,0.130,-1.125,65.857,-18.066,-75.134
-0.366,0.043,-1.113,79.590,-39.001,-98.694
-0.447,-0.130,-1.032,91.553,-61.462,-124.023
-0.473,-0.328,-0.951,96.497,-79.346,-143.250
-0.476,-0.556,-0.946,99.731,-91.187,-153.748
-0.494,-0.767,-0.948,104.126,-99.243,-153.625
-0.479,-0.987,-0.984,110.168,-107.788,-144.714
-0.440,-1.154,-1.012,117.798,-125.732,-128.540
-0.482,-1.335,-1.007,124.268,-158.386,-106.873
-0.539,-1.427,-0.882,123.413,-205.566,-80.444
-0.615,-1.327,-0.612,120.117,-255.737,-56.213
-0.737,-1.376,-0.310,122.314,-300.110,-49.500
-0.830,-1.494,0.137,111.084,-336.548,-51.941
-0.861,-1.658,0.662,86.975,-353.394,-51.025
-0.798,-1.823,1.129,69.214,-343.079,-39.673
-0.672,-1.951,1.428,64.331,-306.885,-16.724
-0.520,-1.972,1.583,64.331,-264.893,16.846
-0.406,-1.926,1.736,60.608,-231.934,54.504
-0.366,-1.811,1.954,44.922,-209.595,91.492
-0.330,-1.613,2.242,23.437,-189.880,124.207
-0.293,-1.319,2.493,-5.066,-163.879,150.330
-0.246,-1.001,2.638,-29.480,-130.432,166.260
-0.204,-0.710,2.657,-47.241,-90.881,170.593
-0.142,-0.494,2.524,-60.181,-46.082,162.964
-0.100,-0.339,2.336,-69.336,-9.094,149.231
-0.102,-0.202,2.179,-78.064,14.160,133.240
-0.097,-0.038,2.188,-83.862,27.405,117.676
-0.148,-0.034,2.015,-68.665,39.001,101.379
-0.194,0.011,1.859,-63.904,54.810,89.539
-0.208,0.072,1.649,-68.054,69.275,83.984
-0.190,0.142,1.446,-74.036,80.261,79.407
-0.136,0.243,1.263,-74.707,86.243,73.608
-0.068,0.314,1.098,-67.383,86.304,65.063
-0.011,0.354,0.991,-54.749,78.613,54.504
0.027,0.382,0.925,-41.199,64.819,44.800
0.068,0.395,0.906,-29.236,47.974,36.987
0.104,0.364,0.933,-17.822,30.701,31.372
0.109,0.330,0.992,-10.498,15.137,30.457
0.089,0.324,1.063,-11.536,3.784,35.706
0.072,0.350,1.115,-19.836,0.916,43.945
0.063,0.403,1.113,-29.785,5.920,50.476
0.064,0.458,1.072,-36.011,13.489,51.331
0.065,0.524,1.029,-35.339,18.066,45.227
0.075,0.526,0.995,-28.320,18.982,31.799
0.087,0.462,0.969,-21.118,16.846,15.015
0.099,0.359,0.947,-14.893,12.390,2.197
0.120,0.271,0.928,-10.925,5.249,-2.441
0.150,0.222,0.915,-9.155,-3.174,-1.587
0.158,0.198,0.911,-10.498,-12.451,2.014
0.166,0.157,0.929,-12.512,-22.278,5.310
0.164,0.110,0.969,-14.343,-30.457,7.446
0.156,0.093,1.010,-16.174,-35.034,9.644
0.145,0.085,1.043,-17.212,-35.583,11.841
0.135,0.076,1.071,-17.029,-32.715,12.146
0.133,0.066,1.093,-16.846,-27.954,11.292
0.135,0.056,1.099,-16.907,-21.667,9.583
0.148,0.056,1.094,-17.578,-14.709,7.690
0.153,0.035,1.068,-17.517,-7.935,5.737
0.073,0.001,1.056,-18.616,-0.916,3.906
0.272,-0.039,0.906,-19.592,3.357,5.371
0.287,0.003,0.875,-4.822,-5.554,12.756
0.199,0.036,0.887,1.160,-13.733,15.625
0.166,0.011,0.881,-0.427,-16.785,12.573
0.173,-0.033,0.849,3.052,-19.958,11.230
0.146,-0.034,0.851,9.338,-25.391,14.099
0.115,-0.029,0.864,12.024,-29.053,16.602
0.097,-0.023,0.886,11.292,-29.175,17.395
0.088,-0.024,0.902,10.315,-27.405,17.395
0.070,-0.017,0.918,8.850,-24.719,17.456
0.057,-0.005,0.943,7.385,-21.729,16.541
0.045,-0.000,0.960,7.019,-19.104,14.893
0.028,0.002,0.976,7.812,-17.090,12.451
0.036,0.008,0.987,8.240,-15.076,9.583
0.054,0.008,0.984,9.033,-12.756,7.141
0.054,0.007,0.987,10.193,-11.536,5.493
0.045,-0.005,0.996,11.902,-11.841,5.432
0.023,-0.017,1.007,13.306,-12.024,6.470
0.023,-0.019,1.011,13.062,-10.803,8.545
0.023,-0.015,1.017,12.878,-9.277,11.047
0.011,-0.007,1.028,12.695,-8.057,13.428
0.007,-0.000,1.028,11.536,-6.470,14.832
0.018,0.000,1.022,10.559,-4.761,15.625
0.016,0.002,1.017,9.827,-3.418,16.113
0.032,0.001,1.006,8.057,-2.747,16.418
0.045,0.007,1.004,6.714,-2.075,17.151
0.066,0.014,1.001,6.531,-2.686,18.005

-0.361,-1.048,1.928,55.359,48.157,-1.648
-0.329,-1.035,2.128,38.208,69.397,-17.883
-0.229,-0.907,2.307,10.986,88.257,-37.903
-0.107,-0.827,2.309,-16.907,105.164,-58.594
-0.003,-0.777,2.244,-45.593,120.300,-74.280
0.070,-0.698,2.189,-65.674,133.240,-80.750
0.155,-0.521,2.105,-80.444,148.743,-74.829
0.201,-0.258,2.113,-100.769,167.297,-65.430
0.203,0.010,2.184,-124.878,185.059,-56.641
0.209,0.355,2.321,-155.457,201.843,-51.025
0.218,0.653,2.487,-188.904,215.637,-52.673
0.249,0.984,2.579,-214.661,226.196,-57.678
0.333,1.245,2.444,-236.145,230.591,-60.791
0.530,1.422,1.989,-257.751,222.229,-57.007
0.709,1.601,1.389,-258.972,194.519,-46.387
0.835,1.720,0.718,-233.765,146.118,-29.297
1.007,1.725,0.226,-214.478,87.891,-9.094
0.870,1.705,-0.133,-201.477,32.349,22.705
0.901,1.581,-0.260,-143.188,-15.198,44.861
0.872,1.713,-0.379,-112.488,-46.814,69.702
0.901,1.849,-0.253,-100.525,-68.481,81.482
0.839,1.928,-0.097,-73.853,-83.496,66.406
0.896,1.755,-0.106,-37.720,-81.482,26.245
0.809,1.458,-0.153,-16.785,-69.336,-15.808
0.657,1.047,-0.217,-4.272,-51.270,-52.307
0.471,0.628,-0.408,17.151,-27.466,-75.623
0.372,0.252,-0.623,38.208,-8.179,-80.566
0.348,0.079,-0.683,46.265,-3.113,-65.613
0.384,-0.010,-0.679,43.640,-0.549,-42.419
0.308,-0.063,-0.747,47.302,5.859,-18.311
0.262,-0.115,-0.870,58.960,10.193,3.723
0.196,-0.083,-0.809,60.608,5.615,20.874
0.117,-0.083,-0.782,58.655,-0.671,25.818
0.019,-0.222,-0.871,63.171,-0.671,19.531
-0.032,-0.380,-0.938,72.144,-1.953,11.780
-0.035,-0.532,-0.981,77.515,-8.118,9.888
0.027,-0.607,-0.971,82.458,-16.968,12.024
0.096,-0.682,-0.956,103.333,-27.283,12.207
0.145,-0.819,-0.888,126.892,-42.419,6.958
0.149,-1.002,-0.786,147.461,-64.941,-0.488
0.091,-1.195,-0.680,168.640,-93.384,-6.348
0.010,-1.377,-0.523,186.096,-126.526,-10.498
-0.089,-1.551,-0.235,193.176,-164.917,-12.817
-0.180,-1.689,0.198,181.946,-202.332,-12.939
-0.226,-1.867,0.649,163.513,-222.473,-9.888
-0.284,-2.048,1.008,147.278,-222.168,1.099
-0.378,-2.071,1.314,126.038,-205.872,25.818
-0.467,-2.014,1.501,104.553,-181.580,59.143
-0.659,-1.843,1.582,87.280,-154.175,93.262
-0.776,-1.541,1.577,65.247,-126.831,121.948
-0.706,-1.267,1.499,46.082,-107.483,137.024
-0.688,-1.083,1.468,32.959,-98.328,136.658
-0.610,-0.887,1.568,10.437,-95.825,128.662
-0.445,-0.500,2.205,-19.958,-94.788,117.371
-0.358,-0.355,2.316,-12.878,-72.937,93.323
-0.214,-0.119,2.435,-12.451,-23.132,57.861
-0.059,-0.045,2.344,-19.165,19.531,24.414
0.045,-0.017,2.240,-23.193,45.898,-3.601
0.086,-0.012,2.137,-26.611,56.641,-20.691
0.064,0.004,2.000,-27.161,60.791,-26.733
0.028,0.013,1.822,-32.410,63.110,-24.536
0.004,0.011,1.629,-44.128,64.697,-17.883
-0.019,0.037,1.467,-59.265,66.101,-7.324
-0.015,0.129,1.363,-76.538,66.589,5.005
0.001,0.273,1.307,-92.529,66.223,15.991
0.032,0.402,1.270,-100.586,66.284,20.325
0.081,0.484,1.192,-101.990,66.956,18.372
0.154,0.612,1.130,-99.121,64.880,13.367
0.253,0.681,1.014,-92.041,58.899,5.310
0.340,0.745,0.947,-79.651,46.692,-3.967
0.405,0.756,0.881,-62.927,30.640,-13.855
0.423,0.685,0.835,-43.579,13.672,-22.644
0.408,0.571,0.808,-28.320,-1.099,-27.588
0.359,0.441,0.816,-20.142,-13.550,-25.818
0.293,0.385,0.842,-18.799,-21.790,-17.273
0.239,0.374,0.844,-17.761,-25.574,-7.263
0.203,0.337,0.857,-14.832,-27.344,-1.648
0.162,0.295,0.850,-9.033,-26.978,0.305
0.128,0.259,0.846,-3.235,-26.672,0.854
0.102,0.230,0.859,2.563,-28.870,0.122
0.091,0.204,0.893,9.094,-32.776,-1.587
0.090,0.167,0.926,17.517,-37.354,-3.906
0.087,0.128,0.962,25.024,-41.748,-6.470
0.092,0.086,1.008,30.945,-46.082,-7.507
0.100,0.058,1.056,35.156,-49.072,-6.531
0.105,0.037,1.096,37.903,-50.110,-3.723
0.111,0.022,1.139,39.063,-49.683,-0.366
0.123,-0.001,1.167,38.574,-46.814,3.296
0.114,-0.023,1.187,36.865,-41.870,7.874
0.052,-0.021,1.198,34.607,-35.339,13.367
0.070,-0.010,1.151,32.654,-25.696,13.367
0.070,-0.013,1.088,35.400,-18.555,12.634
0.078,-0.003,1.042,33.020,-13.306,10.010
0.062,-0.024,0.978,26.550,-8.606,6.470
0.051,-0.051,0.936,21.790,-4.822,2.258
0.050,-0.077,0.893,19.897,-2.258,-0.488
0.042,-0.078,0.864,19.348,-1.099,-1.038
0.026,-0.075,0.857,18.677,-1.526,-0.610
0.010,-0.081,0.865,17.822,-2.014,-0.916
0.000,-0.094,0.881,16.174,-2.747,-0.854
-0.002,-0.081,0.914,14.709,-3.174,0.488
-0.003,-0.082,0.941,13.733,-3.052,1.953
0.012,-0.080,0.959,11.169,-1.770,3.784
0.015,-0.063,0.974,7.507,0.488,5.798
0.026,-0.055,0.969,2.869,3.784,6.714
0.034,-0.040,0.964,-1.587,5.981,7.507
0.055,-0.030,0.943,-3.174,6.592,7.690
0.064,-0.015,0.928,-2.441,5.554,7.568
0.069,-0.010,0.928,-2.747,4.272,6.775
0.077,-0.017,0.923,-3.784,2.380,5.981
0.074,-0.009,0.938,-4.028,-0.122,5.859
0.083,-0.002,0.939,-4.761,-1.221,5.859
0.098,0.011,0.944,-3.967,-2.380,5.310
0.102,0.011,0.954,-2.747,-4.272,4.883
0.108,0.024,0.971,-2.930,-6.897,4.700
0.099,0.019,0.977,-1.648,-9.583,4.395
0.093,0.015,0.995,-0.122,-11.475,3.601
0.075,0.018,1.024,-0.244,-12.390,3.113
0.060,0.014,1.044,-0.732,-12.146,2.563

-0.431,0.009,2.305,-42.053,103.455,-44.128
-0.600,0.296,2.416,-85.999,125.610,-42.908
-0.730,0.518,2.491,-143.372,156.616,-55.420
-0.791,0.741,2.540,-196.228,187.805,-77.209
-0.826,0.934,2.514,-244.080,215.149,-101.501
-0.712,1.102,2.349,-285.278,231.628,-122.681
-0.430,1.217,2.030,-301.819,230.713,-133.911
-0.133,1.182,1.588,-276.978,205.933,-123.901
0.245,1.390,1.189,-231.323,164.795,-88.623
0.585,1.521,0.629,-189.575,129.028,-49.622
0.742,1.574,0.148,-157.593,90.454,-4.883
0.934,1.751,-0.252,-136.414,51.819,41.504
0.989,1.887,-0.528,-97.961,22.949,71.289
0.958,1.884,-0.727,-52.551,0.916,85.327
0.921,1.816,-0.723,-25.330,-25.024,91.980
0.806,1.672,-0.573,-13.733,-59.448,97.534
0.619,1.467,-0.352,-5.432,-86.975,97.534
0.486,1.202,-0.213,-1.465,-90.515,87.036
0.395,0.970,-0.260,0.366,-71.594,72.632
0.354,0.782,-0.410,4.333,-44.739,57.556
0.328,0.670,-0.582,12.085,-22.888,44.373
0.323,0.624,-0.705,24.353,-14.160,31.128
0.378,0.568,-0.673,37.476,-17.334,13.245
0.435,0.482,-0.666,54.626,-21.484,-9.033
0.482,0.338,-0.687,74.646,-20.630,-31.433
