aX,aY,aZ,gX,gY,gZ
0.092,-0.485,1.335,28.503,107.178,-47.424
0.107,-0.305,1.285,27.649,92.834,-52.429
0.081,-0.224,1.304,18.005,73.425,-69.214
0.132,-0.284,1.127,7.996,62.927,-92.041
0.234,-0.343,0.996,-11.292,41.321,-107.178
0.331,-0.323,1.100,-42.725,6.165,-111.023
0.389,-0.321,1.276,-68.787,-21.667,-108.276
0.406,-0.329,1.393,-85.144,-30.579,-98.572
0.445,-0.219,1.432,-100.952,-23.865,-78.430
0.491,-0.083,1.362,-110.718,-9.033,-56.519
0.531,0.082,1.275,-115.479,4.456,-37.598
0.560,0.218,1.195,-113.953,14.099,-24.902
0.596,0.341,1.132,-109.131,19.287,-19.531
0.629,0.417,1.069,-98.389,20.569,-19.897
0.616,0.448,1.037,-79.163,19.348,-23.315
0.589,0.489,1.056,-59.814,14.709,-26.306
0.566,0.463,1.105,-42.603,7.690,-31.372
0.517,0.378,1.178,-27.527,2.136,-36.255
0.455,0.334,1.222,-14.526,2.563,-35.889
0.421,0.311,1.218,-5.615,9.766,-31.799
0.414,0.294,1.186,-1.831,19.775,-27.100
0.415,0.281,1.122,0.916,28.381,-21.851
0.406,0.272,1.058,7.690,36.133,-16.541
0.389,0.255,1.019,16.479,42.236,-11.780
0.379,0.224,0.990,24.597,45.227,-7.568
0.377,0.200,0.947,31.250,46.326,-3.723
0.374,0.197,0.896,36.926,45.776,-0.549
0.357,0.203,0.862,40.588,42.786,1.831
0.363,0.212,0.842,40.344,36.682,1.892
0.368,0.177,0.850,36.621,28.137,-0.305
0.366,0.131,0.867,31.677,20.874,-2.441
0.373,0.102,0.876,26.733,15.808,-2.075
0.379,0.036,0.881,21.057,11.475,-0.549
0.369,0.011,0.913,13.306,6.775,4.089
0.338,-0.009,0.924,8.545,4.517,8.972
0.299,-0.043,0.911,7.080,3.967,12.390
0.263,-0.056,0.925,3.113,1.404,15.076
0.243,-0.050,0.950,-2.686,-2.747,15.869
0.234,-0.055,0.961,-5.493,-6.226,13.489
0.225,-0.061,0.961,-5.615,-8.667,10.010
0.221,-0.064,0.982,-6.409,-10.254,6.775
0.228,-0.075,1.004,-9.338,-10.010,3.357
0.251,-0.087,1.001,-10.437,-6.958,1.404
0.270,-0.080,1.002,-9.094,-3.296,1.953
0.269,-0.081,1.017,-8.301,0.183,2.747
0.277,-0.088,1.041,-10.193,3.296,3.784
0.289,-0.103,1.055,-11.963,6.470,5.432
0.306,-0.101,1.055,-14.221,10.803,8.179
0.311,-0.098,1.016,-13.245,14.832,11.353
0.303,-0.093,0.971,-11.536,16.357,14.282
0.286,-0.088,0.936,-11.230,15.259,15.930

0.033,-0.876,1.963,-80.444,63.232,-21.790
0.115,-0.825,2.057,-102.600,79.041,-26.978
0.230,-0.803,2.105,-116.333,96.741,-34.912
0.379,-0.739,2.193,-126.709,107.666,-37.842
0.586,-0.519,2.321,-148.926,113.953,-34.180
0.819,-0.187,2.398,-175.415,120.972,-29.724
1.061,0.271,2.382,-191.956,128.235,-28.076
1.307,0.743,2.205,-189.941,134.033,-31.067
1.562,1.143,1.927,-186.890,130.737,-42.725
1.761,1.511,1.606,-195.862,111.938,-55.359
1.863,1.754,1.311,-204.773,79.468,-67.566
1.904,1.990,1.099,-210.205,41.626,-79.163
1.882,2.070,0.906,-203.918,4.211,-94.849
1.904,1.989,0.750,-192.200,-29.663,-115.051
1.898,1.769,0.631,-180.481,-58.899,-132.690
1.906,1.552,0.505,-161.377,-78.735,-139.648
1.913,1.264,0.284,-150.269,-87.280,-133.362
1.930,0.942,-0.001,-148.621,-89.478,-114.502
1.937,0.736,-0.208,-162.659,-93.567,-81.909
1.751,0.637,-0.242,-177.063,-100.098,-40.161
1.480,0.608,-0.296,-177.246,-98.022,2.991
1.215,0.483,-0.410,-162.598,-84.351,42.175
1.015,0.480,-0.450,-146.362,-68.176,81.055
0.808,0.483,-0.404,-132.690,-53.162,108.826
0.653,0.487,-0.461,-113.403,-31.555,121.887
0.544,0.364,-0.571,-90.088,-9.338,123.474
0.458,0.257,-0.631,-59.998,3.845,128.784
0.329,0.184,-0.703,-25.269,11.719,143.799
0.183,0.106,-0.805,9.033,18.555,159.363
0.039,0.111,-0.770,37.476,19.775,174.988
-0.083,0.139,-0.671,65.491,19.043,185.669
-0.185,0.126,-0.674,94.299,22.156,186.401
-0.243,0.154,-0.805,125.061,23.682,180.786
-0.306,0.130,-1.059,151.672,16.541,170.044
-0.295,0.099,-1.214,157.349,-0.610,155.212
-0.276,0.013,-1.146,152.344,-30.212,139.832
-0.315,-0.070,-0.984,161.560,-52.856,124.634
-0.352,-0.152,-0.902,176.941,-56.702,109.680
-0.321,-0.241,-0.815,184.692,-53.833,93.994
-0.284,-0.347,-0.603,190.430,-53.345,75.989
-0.311,-0.538,-0.370,198.486,-50.598,55.542
-0.384,-0.753,-0.128,205.261,-47.607,41.016
-0.445,-0.924,0.073,212.524,-43.762,38.208
-0.520,-1.067,0.294,218.811,-36.194,47.668
-0.540,-1.111,0.624,221.313,-26.123,65.125
-0.543,-1.122,0.883,220.581,-10.742,78.979
-0.506,-1.159,0.924,220.581,11.719,84.106
-0.474,-1.157,0.962,219.177,26.306,86.975
-0.432,-1.125,1.070,210.083,24.963,87.708
-0.377,-1.054,1.198,191.772,15.503,81.665
-0.324,-1.067,1.263,171.204,8.789,68.542
-0.222,-1.059,1.274,150.940,9.094,59.631
-0.124,-1.013,1.307,133.667,11.780,58.655
-0.046,-1.007,1.416,113.037,14.160,56.946
-0.025,-1.015,1.526,86.975,17.334,54.626
-0.014,-0.990,1.582,57.312,22.400,53.223
-0.055,-0.929,1.617,31.311,25.269,51.636
-0.129,-0.803,1.710,13.184,23.743,47.791
-0.203,-0.658,1.756,1.831,22.583,35.278
-0.202,-0.554,1.655,-1.404,24.841,12.695
-0.122,-0.459,1.560,-3.662,23.315,-16.357
-0.033,-0.443,1.567,-11.536,16.785,-49.011
0.027,-0.466,1.611,-16.235,13.855,-74.707
0.104,-0.426,1.665,-18.433,17.639,-85.144
0.225,-0.370,1.678,-17.456,29.968,-84.290
0.299,-0.297,1.576,-13.489,46.448,-77.454
0.281,-0.295,1.624,-14.343,59.021,-70.618
0.343,-0.118,1.560,-18.066,81.360,-55.603
0.444,0.001,1.287,-9.705,103.210,-47.791
0.511,0.127,1.193,-7.141,93.628,-47.668
0.514,0.257,1.153,-13.550,75.562,-53.406
0.568,0.266,1.004,-20.386,62.439,-66.711
0.618,0.301,0.991,-33.569,37.415,-79.407
0.638,0.262,1.076,-56.213,10.437,-91.370
0.674,0.188,1.142,-76.599,-7.263,-95.886
0.703,0.244,1.196,-90.881,-12.390,-87.097
0.736,0.305,1.143,-95.398,-7.263,-74.036
0.764,0.348,1.038,-97.107,-1.709,-61.584
0.781,0.389,0.954,-97.168,1.282,-47.546
0.775,0.447,0.887,-93.201,2.502,-30.396
0.749,0.518,0.838,-85.693,-0.122,-13.367
0.696,0.579,0.820,-77.820,-5.798,-0.305
0.633,0.662,0.803,-65.918,-11.047,7.507
0.577,0.636,0.781,-50.720,-15.381,5.798
0.513,0.619,0.853,-40.405,-21.545,0.549
0.465,0.551,0.894,-29.053,-21.729,-5.493
0.420,0.454,0.876,-16.174,-15.991,-8.362
0.384,0.409,0.852,-6.348,-10.437,-5.798
0.366,0.382,0.862,-3.540,-8.057,-1.892
0.344,0.362,0.917,-1.404,-6.226,1.465
0.312,0.324,0.922,5.981,-0.732,4.761
0.284,0.299,0.881,14.526,6.165,7.874
0.261,0.276,0.850,19.043,9.338,9.949
0.239,0.246,0.856,20.081,10.071,11.047
0.225,0.224,0.899,21.606,11.963,11.902
0.222,0.205,0.908,24.536,16.235,12.512
0.227,0.185,0.891,26.794,19.165,12.695
0.230,0.153,0.868,27.466,19.470,12.268
0.230,0.138,0.791,28.015,19.226,12.268
0.227,0.151,0.734,25.391,17.578,13.062
0.222,0.146,0.786,17.822,11.902,12.268
0.221,0.127,0.850,7.385,5.859,9.888
0.220,0.115,0.834,0.122,2.625,8.301
0.209,0.123,0.791,-2.930,0.732,7.935
0.197,0.143,0.813,-5.981,-2.319,7.019
0.209,0.136,0.846,-9.521,-4.028,4.272
0.229,0.118,0.867,-11.414,-3.479,1.587
0.252,0.124,0.879,-12.573,-2.808,0.427
0.284,0.137,0.901,-14.893,-2.258,0.183
0.313,0.140,0.908,-15.198,-0.854,-0.061
0.338,0.146,0.898,-12.939,0.305,0.854
0.351,0.148,0.909,-10.498,0.122,1.953
0.354,0.146,0.929,-8.545,-0.610,3.113
0.336,0.130,0.924,-4.578,0.549,4.028
0.320,0.122,0.926,-0.732,2.441,4.761
0.314,0.112,0.962,-0.305,2.563,5.005
0.305,0.095,0.981,-0.244,2.441,4.578
0.297,0.090,0.975,2.869,3.357,5.127
0.282,0.099,0.981,5.554,4.456,5.127

0.132,-0.317,2.107,-118.530,57.129,-46.875
0.237,-0.078,2.146,-133.850,71.838,-49.561
0.401,0.269,2.151,-150.635,86.853,-55.847
0.615,0.604,2.071,-164.429,99.365,-70.435
0.867,0.932,1.920,-185.974,105.225,-90.759
1.145,1.211,1.815,-227.783,101.257,-115.173
1.416,1.455,1.631,-262.695,92.712,-138.306
1.678,1.646,1.379,-288.391,85.693,-154.480
1.892,1.592,0.871,-280.579,78.552,-168.335
2.074,1.522,0.365,-238.525,62.317,-170.532
2.222,1.522,0.177,-198.364,27.466,-158.630
2.288,1.409,0.258,-182.556,-17.212,-146.362
2.295,1.079,0.142,-179.199,-51.331,-133.423
2.266,0.866,-0.171,-177.979,-63.416,-106.812
2.216,0.727,-0.372,-168.274,-68.604,-64.148
2.127,0.633,-0.455,-152.710,-66.467,-15.869
1.908,0.580,-0.519,-133.057,-52.734,32.837
1.622,0.534,-0.675,-106.873,-32.104,76.721
1.410,0.561,-0.956,-69.580,-12.756,112.000
1.132,0.545,-1.154,-24.780,-5.432,135.315
0.780,0.445,-1.120,12.878,-13.184,149.780
0.460,0.375,-0.985,41.687,-20.386,161.865
0.206,0.319,-0.943,64.331,-16.541,173.706
0.024,0.293,-1.006,80.872,-6.897,184.021
-0.031,0.304,-1.055,89.294,-3.967,190.735
-0.152,0.281,-1.067,94.116,-11.047,187.073
-0.255,0.208,-1.040,92.163,-23.315,176.392
-0.371,0.110,-1.045,104.187,-30.212,163.391
-0.460,0.043,-1.016,123.413,-34.241,150.879
-0.498,-0.046,-0.914,139.832,-40.283,135.193
-0.492,-0.148,-0.810,156.189,-45.715,118.103
-0.455,-0.268,-0.666,172.058,-49.316,101.868
-0.414,-0.427,-0.523,185.974,-51.575,87.646
-0.366,-0.595,-0.438,200.195,-52.246,78.674
-0.326,-0.758,-0.341,217.285,-50.415,76.233
-0.347,-0.943,-0.117,235.962,-51.758,77.820
-0.365,-1.011,0.167,257.263,-55.054,78.186
-0.507,-1.139,0.361,277.649,-54.504,72.632
-0.603,-1.185,0.524,285.767,-48.767,73.975
-0.621,-1.182,0.691,284.485,-38.879,76.660
-0.572,-1.216,0.794,281.616,-23.926,74.524
-0.481,-1.267,0.888,277.954,-11.414,69.275
-0.450,-1.312,1.092,266.235,-13.184,63.171
-0.456,-1.358,1.321,243.652,-24.231,57.129
-0.445,-1.411,1.440,217.346,-28.992,52.246
-0.383,-1.345,1.504,192.566,-27.405,51.453
-0.360,-1.332,1.629,166.870,-24.353,47.913
-0.321,-1.269,1.681,139.160,-17.639,43.823
-0.252,-1.211,1.586,117.188,-4.639,40.161
-0.173,-1.137,1.502,98.511,5.188,37.231
-0.105,-1.031,1.497,76.904,10.742,34.912
-0.077,-0.907,1.474,57.495,16.174,30.823
-0.065,-0.718,1.335,47.363,22.217,23.315
-0.006,-0.523,1.226,36.926,24.048,7.263
0.050,-0.427,1.286,21.912,14.648,-15.442
0.106,-0.396,1.458,12.939,6.104,-45.044
0.136,-0.553,1.594,10.742,7.385,-77.393
0.142,-0.646,1.694,5.127,13.794,-92.957
0.094,-0.658,1.772,-2.319,25.452,-94.360
0.177,-0.504,1.796,-14.648,42.480,-91.309
0.164,-0.474,1.699,-22.461,57.312,-96.252
0.128,-0.487,1.794,-37.659,57.129,-106.079
0.205,-0.394,1.740,-49.255,73.303,-103.821
0.368,-0.307,1.577,-45.898,95.032,-100.952
0.496,-0.208,1.512,-48.706,102.173,-99.060
0.609,-0.143,1.315,-51.147,107.971,-96.741
0.677,0.114,1.106,-52.795,103.638,-88.501
0.710,0.281,1.003,-70.679,88.562,-91.431
0.732,0.251,0.963,-93.506,68.604,-103.638
0.795,0.245,0.904,-113.770,47.485,-107.483
0.863,0.352,0.889,-124.207,28.809,-99.609
0.890,0.386,0.936,-126.587,12.451,-91.431
0.891,0.397,1.041,-128.357,0.305,-81.665
0.858,0.401,1.132,-125.793,-0.977,-67.688
0.833,0.434,1.113,-118.774,9.766,-50.476
0.781,0.483,1.026,-111.267,20.752,-33.447
0.727,0.481,0.922,-107.056,24.231,-14.832
0.674,0.582,0.865,-95.764,22.766,0.793
0.614,0.613,0.805,-80.872,20.386,1.526
0.569,0.590,0.769,-68.237,12.817,-2.869
0.527,0.529,0.824,-55.603,0.916,-6.470
0.503,0.451,0.877,-41.016,-4.456,-7.446
0.490,0.396,0.884,-26.917,-5.249,-4.578
0.469,0.367,0.867,-16.357,-5.066,0.488
0.451,0.337,0.865,-10.620,-5.310,5.859
0.419,0.295,0.863,-5.676,-4.272,11.230
0.377,0.268,0.849,1.038,-1.343,16.479
0.323,0.245,0.838,8.850,3.174,20.935
0.279,0.220,0.830,14.709,7.080,23.621
0.259,0.194,0.817,16.907,9.033,23.987
0.253,0.173,0.797,17.395,9.644,23.193
0.248,0.162,0.778,17.029,9.338,21.667
0.252,0.156,0.770,14.343,7.263,19.348
0.264,0.163,0.775,10.864,4.028,17.395
0.275,0.147,0.768,7.324,0.000,14.832
0.281,0.116,0.734,3.113,-3.967,12.451
0.274,0.112,0.752,-1.099,-8.057,12.024
0.264,0.108,0.791,-3.723,-10.071,12.329
0.262,0.096,0.833,-5.005,-9.216,12.024
0.275,0.076,0.871,-8.362,-8.057,11.841
0.278,0.067,0.845,-9.766,-5.615,12.512
0.267,0.087,0.838,-9.766,-3.235,13.794
0.249,0.101,0.844,-8.057,-1.831,13.855
0.250,0.101,0.867,-8.179,-2.197,12.085
0.256,0.092,0.903,-9.766,-3.723,9.277
0.253,0.086,0.930,-9.399,-4.272,7.507
0.250,0.077,0.938,-9.460,-3.845,6.897
0.255,0.088,0.930,-9.705,-2.686,7.080
0.255,0.107,0.926,-7.812,-0.366,7.568
0.262,0.105,0.945,-6.470,1.282,6.592
0.265,0.098,0.974,-5.981,2.869,5.798
0.265,0.098,0.982,-4.395,5.127,5.920
0.271,0.099,0.969,-2.625,7.324,6.226
0.280,0.103,0.968,-1.892,7.812,5.920
0.289,0.110,0.976,-2.991,6.287,5.005
0.291,0.117,0.957,-4.211,4.761,4.272
0.288,0.118,0.929,-3.296,3.784,3.601
0.279,0.124,0.921,-2.136,2.502,3.113
0.277,0.134,0.930,-2.869,0.977,1.953

-0.162,-1.130,1.427,-11.414,83.374,-32.898
-0.118,-1.059,1.697,-47.058,96.558,-21.301
-0.103,-0.978,1.947,-74.036,114.624,-26.184
-0.011,-0.902,2.047,-90.820,132.324,-42.969
0.175,-0.740,1.997,-109.741,144.897,-58.289
0.362,-0.543,1.984,-124.268,149.841,-65.552
0.447,-0.250,2.039,-131.775,153.015,-63.049
0.522,0.195,1.906,-138.123,159.302,-60.181
0.600,0.516,1.989,-174.377,149.109,-73.914
0.719,0.708,2.185,-206.177,119.080,-93.140
0.903,1.049,2.200,-228.516,95.825,-96.863
1.135,1.422,2.054,-252.075,72.937,-93.384
1.432,1.832,1.961,-265.137,44.434,-93.262
1.671,2.115,1.727,-250.549,23.437,-106.445
1.864,2.128,1.123,-215.210,4.822,-119.690
2.069,2.161,0.508,-179.749,-33.508,-115.845
2.173,2.093,0.221,-173.157,-96.130,-109.375
2.131,1.774,0.251,-177.124,-158.081,-109.253
1.916,1.412,0.383,-167.969,-186.829,-98.694
1.661,1.038,0.280,-144.897,-177.429,-74.219
1.423,0.786,0.106,-127.197,-154.358,-41.687
1.204,0.679,-0.005,-120.667,-131.470,-9.827
1.038,0.563,-0.135,-115.417,-104.858,13.367
0.927,0.395,-0.362,-99.670,-77.942,33.508
0.851,0.280,-0.528,-83.191,-59.021,56.152
0.756,0.182,-0.622,-65.552,-47.424,78.857
0.652,0.102,-0.663,-47.180,-38.025,101.257
0.534,0.068,-0.649,-25.696,-29.846,123.413
0.418,0.006,-0.673,-2.502,-20.813,139.282
0.305,-0.086,-0.753,23.987,-10.925,151.367
0.180,-0.160,-0.893,52.856,-2.319,166.443
0.022,-0.166,-0.965,81.604,-0.305,181.946
-0.070,-0.176,-0.968,102.051,-4.028,188.477
-0.129,-0.237,-0.906,116.699,-7.751,183.411
-0.172,-0.341,-0.808,130.737,-10.498,173.706
-0.215,-0.435,-0.665,143.311,-12.146,162.903
-0.228,-0.496,-0.568,154.785,-9.521,151.672
-0.165,-0.572,-0.494,165.955,-6.104,138.977
-0.065,-0.648,-0.421,174.744,-7.324,127.747
0.000,-0.741,-0.255,180.969,-12.024,119.629
0.037,-0.856,-0.097,186.951,-15.137,114.746
0.053,-0.977,0.112,185.486,-16.541,114.624
0.022,-1.077,0.363,179.749,-18.066,118.774
-0.027,-1.154,0.593,174.744,-13.977,125.183
-0.118,-1.205,0.777,168.762,-7.385,132.507
-0.262,-1.239,0.926,165.405,-1.465,137.939
-0.422,-1.175,1.050,160.156,3.113,139.526
-0.552,-1.071,1.062,151.550,6.958,130.005
-0.566,-0.950,0.947,142.090,10.864,107.544
-0.482,-0.882,0.834,134.094,8.789,76.294
-0.353,-0.865,0.882,122.009,0.244,42.847
-0.238,-0.892,1.070,104.370,-7.019,12.817
-0.098,-0.946,1.222,84.717,-4.944,-7.324
0.026,-0.990,1.290,66.040,7.874,-14.893
0.089,-0.880,1.365,47.974,23.193,-10.437
0.067,-0.861,1.476,33.264,38.452,-6.775
0.056,-0.828,1.388,26.672,66.650,-3.479
-0.001,-0.709,1.239,26.794,89.355,1.160
-0.117,-0.623,1.277,24.109,89.355,-2.197
-0.195,-0.596,1.309,17.456,83.496,-19.470
-0.203,-0.572,1.237,10.498,79.407,-45.044
-0.099,-0.538,1.267,0.488,69.153,-72.083
-0.014,-0.536,1.360,-10.376,55.603,-96.680
0.175,-0.459,1.363,-23.315,45.898,-112.793
0.234,-0.391,1.543,-36.621,31.738,-122.742
0.320,-0.419,1.599,-42.175,30.640,-133.362
0.401,-0.306,1.601,-47.363,36.682,-130.066
0.447,-0.147,1.694,-59.204,35.278,-120.911
0.493,-0.051,1.705,-69.580,37.964,-114.990
0.535,0.039,1.632,-78.003,44.373,-108.337
0.574,0.105,1.501,-80.383,50.232,-100.403
0.583,0.144,1.410,-75.745,56.763,-93.384
0.595,0.217,1.379,-70.374,62.195,-86.548
0.621,0.285,1.333,-66.406,60.120,-81.299
0.636,0.327,1.269,-62.805,49.377,-78.186
0.625,0.372,1.206,-56.274,35.217,-75.317
0.620,0.380,1.167,-49.805,21.667,-72.144
0.616,0.389,1.190,-46.204,9.766,-66.895
0.611,0.421,1.173,-43.945,4.272,-58.655
0.596,0.421,1.102,-42.114,2.747,-50.842
0.581,0.423,1.058,-41.626,0.732,-43.518
0.563,0.446,1.037,-39.978,-2.319,-35.767
0.545,0.451,0.999,-35.706,-5.249,-29.419
0.531,0.462,0.956,-31.128,-9.949,-23.987
0.486,0.454,0.882,-23.193,-14.709,-19.531
0.417,0.428,0.836,-15.991,-22.034,-15.503
0.355,0.366,0.890,-15.503,-29.114,-12.634
0.397,0.358,0.797,-7.996,-24.292,-9.705
0.421,0.329,0.604,5.981,-29.602,-7.080
0.339,0.380,0.814,8.118,-62.073,-3.296
0.225,0.266,1.123,5.432,-78.918,-6.531
0.249,0.204,0.949,22.705,-46.753,-6.775
0.236,0.171,0.800,37.720,-27.222,-2.930
0.233,0.123,0.860,36.194,-32.654,-2.014
0.242,0.132,0.908,32.104,-36.499,0.977
0.230,0.111,0.901,37.292,-33.752,3.540
0.224,0.071,0.866,42.480,-30.029,5.737
0.204,0.062,0.838,44.678,-29.724,9.155
0.191,0.074,0.892,39.673,-33.203,11.902
0.171,0.049,0.901,37.964,-32.532,11.230
0.153,0.005,0.866,39.246,-29.663,10.864
0.138,-0.003,0.830,37.842,-28.992,12.939
0.117,0.004,0.796,37.720,-29.846,15.137
0.095,-0.002,0.772,37.598,-32.654,14.771
0.018,0.001,0.789,37.048,-36.194,11.597
0.076,-0.047,0.818,32.959,-40.161,7.141
0.126,-0.037,0.885,29.724,-44.006,7.507
0.131,-0.022,0.911,35.095,-43.701,7.751
0.130,-0.038,0.927,37.048,-41.992,5.127
0.147,-0.072,0.950,30.762,-39.795,2.991
0.155,-0.065,0.995,21.057,-36.743,4.944
0.166,-0.055,1.030,14.038,-32.227,7.751
0.171,-0.036,1.032,12.329,-26.794,10.071
0.177,-0.054,0.995,14.648,-22.095,10.986
0.169,-0.051,0.975,18.738,-18.127,12.756
0.145,-0.069,0.911,26.978,-13.855,14.221
0.139,-0.103,0.859,35.828,-13.489,16.052
-0.359,-0.364,1.438,35.217,-19.409,20.081
-0.105,-0.232,1.727,-30.884,-10.620,28.320

-0.487,-1.043,1.960,-44.800,59.448,-63.171
-0.552,-1.071,2.270,-62.378,69.214,-75.500
-0.542,-1.041,2.369,-75.378,94.299,-89.661
-0.380,-0.871,2.277,-94.482,119.385,-102.051
-0.125,-0.606,2.222,-108.215,126.770,-112.976
0.083,-0.363,2.375,-109.619,110.291,-124.817
0.246,-0.130,2.650,-103.516,80.627,-135.681
0.429,0.224,2.860,-116.150,58.594,-143.860
0.627,0.515,2.887,-134.827,49.133,-151.123
0.859,0.698,2.826,-157.593,43.762,-158.752
1.152,0.896,2.645,-199.646,41.321,-161.743
1.464,1.116,2.264,-245.056,38.452,-159.485
1.731,1.295,1.719,-267.517,29.846,-154.968
1.929,1.416,1.165,-265.991,9.766,-146.179
2.077,1.500,0.704,-260.437,-19.897,-132.935
2.140,1.532,0.397,-242.371,-59.448,-117.859
2.063,1.420,0.332,-200.928,-103.760,-107.056
1.903,1.109,0.329,-157.654,-131.470,-102.905
1.750,0.811,0.339,-132.202,-133.972,-89.722
1.569,0.586,0.294,-105.774,-113.403,-65.979
1.382,0.386,0.094,-63.171,-75.806,-37.659
1.164,0.253,-0.242,-16.541,-36.682,-6.836
0.935,0.206,-0.599,12.756,-9.583,25.818
0.757,0.173,-0.821,7.996,0.427,56.763
0.587,0.141,-0.836,-19.592,-7.874,85.327
0.479,0.132,-0.721,-41.260,-21.851,109.009
0.383,0.124,-0.590,-37.537,-29.358,127.502
0.288,0.098,-0.478,-12.390,-27.832,137.756
0.237,0.131,-0.426,32.410,-18.555,140.198
0.166,-0.169,-0.584,49.683,0.305,128.723
0.087,-0.312,-0.638,35.034,6.348,136.292
0.067,-0.304,-0.574,35.339,8.728,148.926
0.020,-0.238,-0.507,45.593,6.165,158.875
-0.055,-0.281,-0.505,64.941,3.296,156.494
-0.131,-0.321,-0.531,82.947,-1.404,149.597
-0.199,-0.302,-0.510,99.487,-10.742,143.372
-0.219,-0.328,-0.440,110.413,-23.071,132.874
-0.251,-0.449,-0.267,115.051,-34.790,120.300
-0.314,-0.428,-0.021,120.483,-37.903,109.497
-0.240,-0.343,0.183,131.592,-27.710,93.567
-0.301,-0.589,0.219,155.396,-19.714,77.026
-0.339,-0.743,0.404,158.630,-12.268,54.688
-0.418,-0.998,0.534,162.231,-6.104,42.969
-0.487,-0.903,0.711,154.358,-1.648,53.467
-0.630,-1.015,0.664,160.156,6.958,64.392
-0.666,-0.848,0.664,139.709,11.536,76.843
-0.662,-0.514,0.631,139.587,10.620,82.825
-0.651,-0.401,0.495,142.456,8.301,62.805
-0.616,-0.403,0.388,137.207,-1.099,31.860
-0.521,-0.451,0.419,129.639,-19.409,2.380
-0.449,-0.585,0.614,124.023,-43.091,-23.254
-0.392,-0.716,0.849,116.516,-60.730,-38.330
-0.340,-0.840,1.046,104.370,-61.829,-41.077
-0.316,-0.909,1.205,82.642,-49.927,-32.715
-0.332,-0.898,1.365,53.833,-31.494,-17.822
-0.360,-0.771,1.517,36.438,-8.423,-4.395
-0.368,-0.664,1.525,27.222,21.118,-0.122
-0.285,-0.625,1.330,22.583,51.697,-3.418
-0.287,-0.520,1.299,17.944,64.575,-8.606
-0.297,-0.481,1.382,2.319,64.453,-20.020
-0.230,-0.474,1.272,-9.521,70.984,-33.569
-0.174,-0.485,1.098,3.967,72.083,-45.166
-0.141,-0.458,1.121,21.667,62.256,-51.819
-0.138,-0.441,1.290,28.931,51.575,-58.411
-0.064,-0.416,1.460,20.264,39.917,-67.688
0.010,-0.456,1.549,5.737,27.832,-78.247
0.043,-0.411,1.616,-6.409,17.578,-83.191
0.008,-0.453,1.655,-10.437,11.902,-85.571
0.021,-0.452,1.631,-20.325,18.250,-80.994
0.058,-0.345,1.594,-29.358,23.376,-69.214
0.110,-0.241,1.506,-33.386,29.480,-61.096
0.169,-0.197,1.396,-31.494,33.936,-59.204
0.216,-0.142,1.346,-32.349,33.936,-58.350
0.270,-0.069,1.346,-36.255,30.945,-55.908
0.326,-0.009,1.355,-43.579,28.931,-54.688
0.384,0.017,1.346,-47.363,27.344,-55.969
0.429,0.012,1.312,-45.593,24.780,-56.702
0.453,0.007,1.273,-37.842,22.034,-54.199
0.454,-0.002,1.246,-27.832,20.264,-49.683
0.447,-0.019,1.232,-18.677,19.104,-43.091
0.414,-0.013,1.233,-9.583,16.663,-33.875
0.368,0.001,1.223,-2.686,16.052,-24.353
0.317,0.014,1.207,4.028,16.785,-15.808
0.294,0.041,1.159,7.446,19.043,-9.521
0.275,0.064,1.108,11.536,20.752,-5.005
0.251,0.061,1.070,15.076,20.264,-2.930
0.196,0.049,1.063,11.169,19.714,-3.174
0.141,0.026,1.087,-0.732,19.287,-3.296
0.234,-0.016,0.977,-1.831,25.513,-2.869
0.303,-0.063,0.905,24.231,22.522,-0.305
0.374,0.060,0.888,41.931,12.024,6.836
0.277,0.182,1.120,35.217,-7.812,9.338
0.213,0.062,1.065,10.925,-2.991,-2.380
0.219,-0.135,0.877,6.714,7.996,-10.986
0.208,-0.125,0.906,8.972,4.944,-6.348
0.205,-0.076,0.998,5.371,2.136,0.793
0.186,-0.075,0.996,5.310,4.700,4.150
0.182,-0.066,0.931,0.305,7.812,6.470
0.187,-0.028,0.891,-8.850,7.202,7.874
0.186,-0.021,0.890,-16.357,2.747,5.981
0.179,-0.053,0.903,-22.095,-1.770,2.136
0.166,-0.078,0.907,-25.513,-5.371,-0.183
0.160,-0.089,0.882,-25.879,-8.240,-1.038
0.147,-0.083,0.864,-25.391,-10.742,-1.404
0.127,-0.078,0.875,-25.635,-14.038,-2.136
0.111,-0.087,0.915,-26.672,-16.663,-3.479
0.103,-0.105,0.961,-28.992,-18.311,-5.249
0.104,-0.116,1.001,-31.494,-18.799,-6.531
0.108,-0.134,1.026,-32.166,-17.273,-6.836
0.107,-0.140,1.030,-31.799,-13.367,-5.432
0.118,-0.130,1.022,-31.189,-8.911,-3.052
0.119,-0.123,1.020,-29.846,-5.066,-1.038
0.107,-0.116,1.009,-28.992,-1.831,1.038
0.115,-0.098,0.985,-29.785,1.038,3.235
0.116,-0.082,0.961,-28.259,2.014,4.578
0.109,-0.072,0.949,-25.818,1.099,5.127
0.099,-0.067,0.948,-25.696,-0.244,5.127
0.098,-0.055,0.931,-25.269,-0.488,5.432
0.097,-0.050,0.918,-23.621,-0.488,5.432

-0.703,-1.278,2.157,150.391,30.273,-45.593
-0.860,-1.630,2.641,93.506,49.683,-60.242
