aX,aY,aZ,gX,gY,gZ
0.420,0.129,0.946,-6.775,-20.935,-38.757
0.433,0.150,0.920,-16.357,4.395,-10.803
0.333,0.188,0.927,-9.644,4.456,-2.991
0.346,0.233,0.904,-13.062,8.911,5.615
0.309,0.235,0.921,-8.667,4.211,6.470
0.238,0.251,0.960,-8.362,-7.751,5.371
0.167,0.257,0.984,-7.141,-17.700,4.944
0.095,0.253,0.992,-7.629,-18.005,7.019
0.074,0.272,0.971,-9.521,-12.085,12.207
0.061,0.286,0.944,-9.827,-7.019,12.451
0.044,0.288,0.929,-10.437,-3.235,8.850
0.033,0.273,0.926,-7.874,-1.709,7.019
0.023,0.278,0.934,-3.723,-1.831,8.240
0.013,0.284,0.949,-2.014,0.183,8.667
0.012,0.281,0.957,-0.610,2.686,8.301
-0.000,0.287,0.947,1.160,4.028,8.240
-0.014,0.299,0.943,1.221,3.784,7.751
-0.013,0.295,0.939,0.977,2.563,6.531
-0.004,0.285,0.951,0.427,1.038,4.639
0.009,0.276,0.960,-0.366,-0.488,2.991
0.021,0.266,0.963,-1.526,-2.319,1.282
0.034,0.255,0.965,-2.441,-4.272,0.061
0.045,0.244,0.972,-3.601,-6.409,-0.183
0.063,0.242,0.970,-4.700,-7.996,0.305
0.070,0.235,0.968,-5.249,-9.460,1.343
0.070,0.239,0.970,-5.066,-11.353,2.563
0.059,0.245,0.979,-4.761,-12.390,3.540
0.050,0.253,0.977,-4.456,-11.963,4.089
0.046,0.254,0.965,-3.967,-10.986,4.272
0.052,0.255,0.953,-3.357,-9.888,4.211
0.059,0.257,0.943,-3.418,-8.667,4.150
0.068,0.256,0.938,-3.540,-7.507,4.333
0.075,0.257,0.935,-3.235,-6.409,5.005
0.081,0.257,0.927,-2.136,-4.761,5.981
0.089,0.253,0.922,-1.770,-3.418,7.202
0.097,0.246,0.922,-1.892,-2.991,8.667
0.105,0.242,0.931,-1.465,-2.563,10.803
0.110,0.235,0.939,-0.854,-2.136,13.367

-1.112,0.561,1.154,-0.793,25.330,37.415
-1.351,0.687,1.159,-3.174,34.180,16.968
-1.612,0.830,1.194,-4.944,40.649,-10.986
-1.839,0.967,1.189,-5.188,46.021,-47.791
-1.986,0.923,1.082,-8.240,54.199,-91.370
-1.929,0.748,0.958,-8.240,59.814,-131.165
-1.687,0.663,1.024,-0.549,55.786,-160.889
-1.396,0.488,1.020,-9.827,77.454,-197.266
-1.073,0.307,0.969,-34.973,105.225,-231.323
-0.719,0.083,0.812,-55.542,123.535,-257.324
-0.339,-0.106,0.637,-58.777,120.728,-274.658
0.234,-0.277,0.617,-60.852,105.042,-285.583
0.776,-0.525,0.561,-56.824,83.435,-291.931
1.230,-0.739,0.555,-60.852,47.668,-305.603
1.524,-0.915,0.672,-88.135,6.287,-308.105
1.947,-1.081,0.870,-102.478,-30.823,-289.978
2.377,-1.195,1.092,-99.976,-57.373,-263.611
2.659,-1.176,1.323,-92.773,-72.266,-232.605
2.868,-1.181,1.315,-72.021,-69.763,-199.951
3.021,-1.242,1.076,-51.880,-59.326,-170.532
3.071,-1.317,0.801,-37.170,-55.542,-129.639
2.983,-1.315,0.648,-20.203,-64.392,-67.871
2.771,-1.236,0.552,0.244,-73.853,3.784
2.446,-1.184,0.507,26.184,-81.665,75.684
2.089,-1.139,0.483,49.500,-87.097,135.437
1.716,-1.138,0.451,64.514,-89.050,179.932
1.421,-1.136,0.424,58.167,-83.008,207.581
1.079,-1.162,0.407,45.105,-81.726,216.553
0.737,-1.150,0.422,36.987,-84.290,223.999
0.391,-1.175,0.441,35.706,-84.473,238.220
-0.092,-1.210,0.627,31.372,-79.407,254.944
-0.654,-1.031,0.876,16.479,-63.965,282.776
-1.329,-0.767,1.043,-15.503,-35.583,314.331
-1.872,-0.385,1.083,-41.321,0.549,349.976
-2.405,0.077,1.104,-43.396,28.503,392.517
-2.665,0.330,1.127,-15.076,0.916,449.280
-2.956,0.808,1.258,-8.057,8.423,448.669
-3.041,1.105,1.153,-16.846,30.762,419.617
-3.124,1.122,0.912,-26.550,38.757,370.544
-2.980,1.236,0.808,-46.875,44.495,302.673
-2.814,1.154,0.792,-46.814,27.344,224.976
-2.575,1.029,0.849,-34.912,2.808,148.743
-2.388,0.924,0.926,-23.743,-14.709,84.839
-2.252,0.851,0.968,-12.817,-21.606,27.466
-2.086,0.743,0.951,0.122,-16.846,-29.480
-1.877,0.608,0.909,7.019,-1.099,-85.388
-1.660,0.480,0.874,10.193,18.616,-130.371
-1.453,0.375,0.869,15.747,36.865,-165.039
-1.277,0.294,0.894,19.165,53.040,-194.885
-1.132,0.223,0.905,20.447,67.993,-221.802
-0.934,0.135,0.920,18.372,82.458,-244.263
-0.640,-0.005,0.917,19.409,99.243,-262.329
-0.263,-0.200,0.935,22.461,115.356,-278.320
0.238,-0.345,0.749,17.029,131.958,-281.982
0.712,-0.723,0.705,23.010,104.187,-286.011
1.159,-0.602,0.898,36.865,32.715,-282.715
1.514,-0.563,0.881,9.888,16.113,-290.710
1.580,-0.648,0.964,-38.086,9.277,-297.791
1.759,-0.768,1.068,-84.717,-2.441,-276.123
2.062,-0.889,1.005,-88.928,-7.446,-234.863
2.287,-0.880,0.941,-82.336,-20.935,-199.768
2.354,-0.810,0.890,-68.909,-36.255,-160.767
2.357,-0.738,0.804,-49.683,-39.978,-108.948
2.227,-0.610,0.762,-29.419,-42.236,-58.899
1.959,-0.504,0.745,-11.719,-42.053,-7.324
1.635,-0.394,0.739,3.906,-39.795,40.955
1.313,-0.294,0.748,16.052,-39.978,78.979
1.001,-0.211,0.746,29.602,-49.255,100.952
0.689,-0.134,0.756,45.532,-71.106,106.873
0.470,-0.096,0.788,62.744,-100.952,93.445
0.320,-0.113,0.836,65.002,-126.892,70.129
0.119,-0.111,0.854,47.424,-129.578,49.377
-0.085,-0.060,0.944,21.790,-112.305,36.987
-0.386,0.057,1.044,-11.780,-81.299,40.710
-0.690,0.308,1.070,-42.053,-42.297,54.993
-1.079,0.643,1.112,-67.017,-7.629,76.294
-1.156,0.623,0.960,-51.147,-16.541,124.084
-1.117,0.703,0.875,-20.203,-8.484,131.226
-1.042,0.696,0.856,-4.639,5.188,123.901
-0.943,0.688,0.823,4.517,22.217,122.192
-0.842,0.622,0.810,0.854,34.668,118.469
-0.776,0.521,0.801,-5.737,41.748,112.244
-0.667,0.498,0.820,-9.399,44.373,106.873
-0.559,0.530,0.886,-9.094,40.039,97.229
-0.478,0.517,0.923,-4.639,34.302,76.294
-0.379,0.468,0.942,-0.977,26.794,47.485
-0.289,0.422,0.974,3.296,15.625,16.907
-0.220,0.353,0.995,3.418,5.554,-7.446
-0.150,0.293,1.002,3.113,-1.770,-22.827
-0.079,0.252,1.011,2.563,-4.761,-29.236
-0.001,0.233,1.021,2.747,-4.883,-30.396
0.056,0.224,1.022,3.113,-4.517,-30.701
0.103,0.214,1.021,4.822,-3.418,-30.518
0.142,0.212,1.021,6.348,-2.075,-29.602
0.167,0.208,1.019,7.446,-0.305,-28.748
0.194,0.201,1.012,7.996,1.770,-27.710
0.226,0.187,1.005,7.507,3.601,-26.062
0.260,0.175,0.995,5.981,4.456,-23.682
0.289,0.167,0.985,5.005,4.578,-20.081
0.306,0.164,0.982,3.723,3.845,-15.991
0.321,0.164,0.979,1.831,2.686,-11.230
0.320,0.161,0.974,-0.671,1.221,-6.042
0.290,0.166,0.976,-3.357,-0.244,-0.610
0.238,0.187,0.977,-5.615,-1.526,5.615
0.187,0.215,0.981,-6.836,-1.465,11.719
0.123,0.245,0.997,-7.935,-1.526,15.564
0.066,0.258,1.000,-10.071,-0.671,16.724
0.038,0.282,0.996,-10.132,0.061,17.639
0.022,0.287,0.996,-9.644,-1.526,14.771
0.005,0.274,0.993,-10.620,-2.563,10.498
-0.008,0.265,0.994,-9.766,-1.648,8.301
-0.013,0.264,0.981,-8.667,0.916,7.446
-0.015,0.267,0.961,-6.653,4.089,6.775
-0.013,0.256,0.937,-4.395,7.202,5.615
-0.016,0.252,0.924,-2.014,7.385,4.333
-0.029,0.254,0.923,-1.770,6.104,3.845
-0.033,0.248,0.915,-1.465,4.761,2.930
-0.031,0.246,0.908,-2.380,3.174,2.380
-0.028,0.244,0.911,-2.686,1.526,1.282

1.924,-0.789,1.199,-77.576,30.151,-178.528
2.392,-1.069,1.104,-91.980,16.968,-167.542
2.788,-1.292,0.989,-98.450,-2.991,-135.803
2.988,-1.441,0.901,-94.543,-17.456,-69.092
2.737,-1.604,0.728,-76.294,-26.733,13.306
2.201,-1.514,0.679,-44.800,-33.386,99.121
1.519,-1.356,0.703,-18.494,-32.837,185.303
0.863,-1.226,0.739,8.728,-26.001,249.146
0.377,-1.074,0.731,37.170,-11.597,292.480
0.045,-0.936,0.709,59.631,-0.305,318.970
-0.171,-0.825,0.728,70.190,7.263,341.187
-0.509,-0.751,0.756,76.904,5.005,367.615
-0.954,-0.645,0.915,79.529,-4.761,392.273
-1.528,-0.307,1.180,63.110,-7.996,415.161
-2.156,0.173,1.340,32.715,-4.883,419.556
-2.820,0.854,1.367,-7.690,3.723,396.118
-3.241,1.362,1.199,-28.748,13.733,345.642
-3.386,1.579,0.964,-32.410,24.597,274.536
-3.314,1.501,0.775,-29.236,33.508,202.393
-3.145,1.396,0.743,-14.282,26.001,140.259
-2.900,1.243,0.810,2.869,20.935,83.618
-2.681,1.089,0.827,19.470,25.635,31.006
-2.541,0.994,0.800,19.043,33.630,-16.541
-2.392,0.855,0.804,12.817,36.194,-72.937
-2.204,0.697,0.790,6.836,39.490,-131.165
-1.992,0.488,0.760,3.357,39.307,-187.988
-1.849,0.263,0.808,-6.042,36.377,-233.337
-1.592,0.157,0.788,-18.616,44.922,-249.573
-1.361,0.069,0.848,-37.231,44.312,-287.354
-1.016,-0.062,0.929,-60.242,43.396,-323.975
-0.556,-0.312,0.933,-57.983,41.687,-340.210
-0.103,-0.427,0.849,-31.860,35.889,-332.275
0.411,-0.757,0.810,-30.884,30.640,-341.858
0.710,-0.874,0.851,-15.747,-24.048,-341.858
0.966,-0.833,0.978,-23.376,-52.795,-317.749
1.237,-0.915,1.168,-43.152,-62.683,-306.274
1.579,-1.066,1.266,-54.321,-64.453,-292.603
2.010,-1.143,1.388,-69.336,-63.660,-262.573
2.349,-1.160,1.402,-78.003,-60.303,-217.041
2.681,-1.176,1.336,-66.833,-57.190,-182.617
2.927,-1.231,1.110,-45.776,-53.040,-162.415
2.988,-1.175,0.928,-31.555,-54.749,-132.751
2.846,-1.082,0.851,-20.569,-58.655,-86.365
2.569,-0.953,0.799,1.648,-61.401,-25.696
2.201,-0.831,0.742,28.320,-64.087,29.968
1.837,-0.739,0.709,48.401,-65.369,74.341
1.497,-0.654,0.693,63.965,-71.838,102.966
1.159,-0.608,0.663,78.064,-84.229,113.098
0.913,-0.522,0.627,80.627,-94.055,109.131
0.720,-0.546,0.664,90.515,-114.746,95.459
0.487,-0.516,0.699,94.177,-133.484,88.379
0.179,-0.494,0.829,74.402,-125.061,102.112
-0.256,-0.342,0.945,41.443,-100.769,119.629
-0.715,-0.153,1.052,4.211,-67.566,134.399
-1.143,0.139,1.171,-35.828,-23.376,156.494
-1.488,0.487,1.181,-67.322,33.203,181.519
-1.812,0.861,1.031,-77.271,84.839,200.928
-1.894,1.119,0.915,-76.782,89.844,214.172
-1.872,1.157,0.874,-39.978,54.688,230.713
-1.630,1.102,0.951,-20.874,68.298,216.675
-1.391,0.948,0.970,-21.240,78.918,195.312
-1.193,0.845,0.980,-35.095,81.604,171.692
-1.040,0.767,0.970,-40.039,82.825,144.165
-0.906,0.754,0.959,-39.307,85.205,115.723
-0.796,0.701,0.920,-29.968,79.407,88.806
-0.665,0.681,0.903,-17.334,68.359,58.838
-0.545,0.625,0.924,-2.502,48.828,22.095
-0.434,0.530,0.930,10.315,32.471,-9.705
-0.291,0.445,0.943,14.771,22.705,-31.250
-0.153,0.365,0.951,15.930,16.235,-43.518
-0.024,0.297,0.963,14.954,11.047,-50.598
0.063,0.252,0.980,12.512,7.141,-54.077
0.132,0.228,0.980,10.681,5.737,-54.993
0.206,0.204,0.984,8.240,6.653,-54.199
0.260,0.177,0.957,6.775,7.202,-52.307
0.306,0.162,0.919,5.737,6.531,-49.500
0.349,0.154,0.911,2.686,4.150,-45.654
0.400,0.142,0.906,-2.380,1.709,-41.321
0.426,0.143,0.900,-5.676,-0.305,-35.095
0.467,0.144,0.884,-8.118,-2.136,-30.212
0.453,0.097,0.894,-10.254,-6.653,-26.733
0.426,0.094,0.926,-15.930,-6.714,-11.963
0.394,0.151,0.944,-14.709,-1.526,8.606
0.373,0.217,0.947,-9.338,7.385,25.024
0.351,0.285,0.940,-9.033,11.658,26.123
0.250,0.245,0.946,-8.545,9.033,14.282
0.170,0.262,0.963,-1.709,-1.038,13.916
0.105,0.296,0.999,1.221,-6.531,15.564
0.061,0.290,1.002,-3.418,-3.601,12.817
0.042,0.278,0.988,-6.409,-0.549,13.245
0.028,0.283,0.976,-5.676,0.000,14.221
0.012,0.294,0.968,-3.784,-0.366,15.625
0.000,0.309,0.965,-1.831,0.732,14.771
-0.001,0.288,0.940,-2.197,2.869,11.780
-0.002,0.284,0.929,-1.892,2.380,11.658
-0.003,0.293,0.927,-2.014,1.831,11.902
-0.010,0.293,0.918,-2.686,1.648,11.230
-0.023,0.297,0.912,-3.662,0.732,10.437
-0.039,0.301,0.911,-4.150,-0.488,9.644
-0.046,0.305,0.910,-4.883,-2.197,8.545
-0.044,0.306,0.913,-6.348,-3.540,6.836
-0.037,0.307,0.917,-7.874,-5.066,4.883
-0.029,0.308,0.921,-8.728,-6.042,3.235
-0.017,0.305,0.918,-8.606,-6.531,1.160
-0.000,0.306,0.923,-6.165,-7.324,-0.488
0.013,0.301,0.924,-3.906,-7.812,-1.892
0.029,0.297,0.932,-2.808,-8.057,-3.479
0.040,0.291,0.943,-2.563,-7.751,-4.700
0.049,0.290,0.950,-2.441,-6.775,-5.432
0.057,0.288,0.945,-2.075,-5.310,-5.554
0.062,0.287,0.934,-2.502,-3.601,-4.639
0.066,0.290,0.933,-2.747,-3.174,-3.418
0.056,0.300,0.943,-1.587,-2.869,-2.625
0.056,0.302,0.952,-0.793,-1.953,-2.441
0.065,0.299,0.963,-0.977,0.000,-2.747
0.073,0.292,0.967,-0.854,2.686,-2.563
0.084,0.289,0.964,-0.244,5.066,-1.892
0.092,0.285,0.954,-0.305,6.226,-1.038
0.089,0.288,0.957,-0.305,5.615,0.122

-1.344,0.967,1.380,0.000,-11.353,37.659
-1.799,1.277,1.278,-2.747,2.563,-4.211
-2.188,1.393,1.017,1.648,18.860,-61.096
-2.373,1.430,0.936,8.057,35.095,-117.737
-2.272,1.295,0.990,19.897,54.199,-169.495
-2.026,0.949,0.976,28.381,85.144,-218.811
-1.798,0.623,0.886,10.620,121.277,-254.150
-1.476,0.286,0.908,-11.047,153.625,-272.766
-1.110,-0.039,0.856,-12.329,185.181,-280.884
-0.587,-0.344,0.753,-5.005,206.421,-286.499
0.102,-0.499,0.576,-4.639,198.425,-285.034
0.776,-0.657,0.455,-12.512,169.739,-288.635
1.288,-0.872,0.406,-28.748,124.573,-300.232
1.643,-1.078,0.453,-51.025,69.885,-310.242
1.877,-1.220,0.737,-83.069,3.052,-313.171
2.131,-1.390,0.986,-105.408,-47.668,-298.218
2.372,-1.542,0.992,-87.891,-72.021,-268.982
2.529,-1.538,0.930,-75.623,-85.327,-228.271
2.617,-1.487,0.906,-63.416,-97.656,-179.993
2.637,-1.497,0.854,-49.194,-96.863,-124.512
2.612,-1.515,0.729,-34.912,-87.280,-63.354
2.447,-1.481,0.651,-16.235,-87.585,-0.244
2.193,-1.376,0.648,0.916,-91.125,60.608
1.950,-1.296,0.630,13.123,-87.952,112.671
1.707,-1.247,0.620,17.822,-82.642,150.208
1.475,-1.211,0.613,19.958,-73.914,180.725
1.212,-1.133,0.592,19.897,-66.040,206.604
0.924,-1.026,0.550,14.587,-62.134,232.178
0.641,-0.963,0.565,19.287,-64.453,253.662
0.370,-0.883,0.592,28.992,-65.369,271.851
0.088,-0.731,0.668,32.104,-62.012,289.856
-0.229,-0.782,0.807,37.476,-57.800,297.913
-0.589,-0.693,0.994,27.832,-45.105,313.843
-1.051,-0.499,1.130,13.306,-23.376,344.666
-1.674,-0.079,1.135,-6.531,1.770,378.479
-2.205,0.460,1.096,-26.917,23.376,397.888
-2.432,0.821,0.990,-49.744,41.016,392.883
-2.442,0.968,0.986,-57.922,49.133,369.995
-2.410,1.104,0.995,-53.284,50.964,330.994
-2.348,1.115,0.993,-44.861,39.063,284.851
-2.238,1.064,1.018,-25.757,25.452,232.300
-2.151,1.019,1.033,-11.536,16.541,178.284
-2.058,0.947,0.996,-4.211,11.963,123.596
-1.923,0.889,0.941,0.732,7.874,69.641
-1.786,0.822,0.911,6.165,3.967,13.855
-1.620,0.756,0.890,5.737,5.920,-39.490
-1.425,0.665,0.874,3.906,13.550,-87.036
-1.233,0.575,0.850,1.648,22.583,-125.366
-1.030,0.490,0.852,-0.977,32.471,-157.837
-0.789,0.366,0.881,-6.531,46.997,-189.697
-0.512,0.234,0.920,-17.151,66.650,-222.168
-0.221,0.093,0.950,-33.569,90.576,-253.235
0.065,0.008,0.962,-58.411,115.295,-275.085
0.506,-0.105,0.861,-77.576,125.427,-289.368
0.725,-0.340,0.671,-49.194,97.778,-263.977
0.972,-0.589,0.520,18.799,40.039,-206.055
1.164,-0.353,0.840,65.735,-42.603,-157.654
1.336,-0.312,0.949,35.400,-47.363,-135.864
1.404,-0.369,1.006,-2.258,-36.560,-122.437
1.450,-0.370,0.951,-19.531,-24.597,-99.487
1.379,-0.314,0.948,-21.790,-21.545,-72.083
1.265,-0.229,0.951,-13.489,-24.719,-41.077
1.128,-0.125,0.926,-2.258,-27.161,-13.672
0.957,-0.009,0.891,6.836,-31.372,5.188
0.790,0.082,0.876,13.489,-36.804,16.357
0.644,0.122,0.874,19.470,-42.480,24.231
0.486,0.167,0.901,21.912,-44.983,31.250
0.354,0.206,0.928,22.217,-43.518,36.438
0.236,0.237,0.947,17.517,-37.598,37.842
0.141,0.258,0.933,11.414,-28.992,35.950
0.069,0.282,0.908,3.357,-17.883,31.372
0.019,0.299,0.895,-7.324,-6.042,26.184
-0.012,0.316,0.897,-15.686,4.517,22.644
-0.035,0.319,0.908,-22.522,14.160,22.644
-0.044,0.324,0.920,-25.146,22.705,24.780
-0.060,0.347,0.929,-26.428,29.053,26.184
-0.054,0.374,0.952,-27.405,34.302,24.780
-0.054,0.353,0.964,-22.522,34.729,22.034
-0.051,0.352,0.980,-14.038,30.762,20.752
-0.037,0.333,1.002,-7.202,25.208,18.677
-0.021,0.330,1.036,-3.235,18.433,16.541
0.001,0.314,1.050,-2.747,13.306,13.611
0.034,0.311,1.052,-2.563,8.484,10.742
0.068,0.292,1.046,-5.310,2.991,7.202
0.106,0.294,1.027,-6.531,-2.625,4.944
0.140,0.277,1.008,-7.690,-8.179,3.052
0.160,0.282,1.001,-7.446,-13.672,2.258
0.164,0.292,0.994,-8.789,-16.235,2.319
0.157,0.310,0.982,-8.911,-16.296,2.136
0.146,0.315,0.971,-8.301,-14.282,0.977
0.142,0.325,0.949,-6.348,-11.047,-0.488
0.147,0.329,0.941,-6.409,-8.301,-2.502
0.162,0.316,0.934,-7.019,-5.615,-4.700
0.179,0.305,0.927,-7.263,-3.418,-6.042
0.194,0.297,0.924,-8.240,-1.831,-6.409
0.203,0.287,0.914,-9.460,-0.549,-5.859
0.210,0.276,0.909,-9.338,0.366,-4.456
0.215,0.266,0.906,-8.118,1.160,-2.747
0.216,0.257,0.898,-5.127,1.709,-0.732
0.214,0.237,0.882,2.563,1.587,1.221
0.214,0.250,0.880,14.038,0.732,5.432
0.198,0.270,0.906,15.564,-0.671,10.620
0.175,0.251,0.914,8.911,0.000,12.573
0.158,0.294,0.922,9.155,1.038,14.099
0.143,0.284,0.932,7.446,1.404,14.160
0.123,0.289,0.938,7.507,2.808,14.526
0.113,0.276,0.939,7.568,3.601,15.015
0.102,0.294,0.946,8.850,3.418,16.296
0.106,0.306,0.948,6.470,2.197,16.602
0.120,0.299,0.956,3.967,1.953,13.977
0.131,0.281,0.940,2.258,1.892,10.620
0.133,0.279,0.938,-0.305,1.038,8.789
0.121,0.276,0.935,0.549,-0.916,7.690
0.126,0.301,0.948,0.793,-3.296,7.385
0.124,0.307,0.951,0.061,-5.493,5.798
0.122,0.293,0.945,-0.061,-4.578,0.977
0.127,0.273,0.939,0.000,-3.174,-1.648
0.132,0.273,0.940,2.869,-3.296,-1.038
0.131,0.267,0.939,4.639,-3.479,-0.305

1.853,-0.817,0.690,-31.128,-11.047,-150.085
2.173,-1.031,0.675,-35.156,-29.541,-126.587
2.461,-1.163,0.724,-38.757,-50.720,-93.750
2.624,-1.265,0.781,-36.987,-71.411,-50.842
2.497,-1.407,0.713,-26.794,-83.191,2.441
2.182,-1.459,0.628,-18.066,-85.327,69.153
1.776,-1.422,0.631,-11.841,-83.557,141.235
1.314,-1.426,0.617,-6.104,-79.224,204.895
0.877,-1.231,0.574,-0.061,-73.242,260.376
0.365,-1.052,0.554,8.789,-71.106,300.781
-0.050,-0.892,0.566,23.682,-78.064,330.750
-0.342,-0.808,0.598,52.124,-89.905,374.634
-0.626,-0.687,0.658,77.576,-97.168,405.945
-1.027,-0.602,0.836,78.796,-96.863,421.997
-1.520,-0.451,1.068,68.542,-92.773,437.744
-2.003,-0.087,1.323,52.856,-83.923,446.411
-2.711,0.738,1.512,16.174,-69.641,433.105
-3.333,1.619,1.449,-32.715,-49.744,375.122
-3.665,2.050,1.079,-51.514,-21.423,281.494
-3.566,1.963,0.804,-31.067,-0.793,186.157
-3.127,1.671,0.899,0.122,-0.244,107.910
-2.616,1.218,1.005,11.963,15.991,37.659
-2.312,0.908,1.088,-4.944,45.471,-13.855
-2.142,0.746,1.130,-25.024,66.895,-50.110
-2.051,0.673,1.088,-28.137,81.604,-92.590
-1.976,0.567,1.013,-25.757,93.384,-146.729
-1.819,0.377,0.922,-23.254,104.431,-207.092
-1.606,0.150,0.799,-32.715,117.676,-260.498
-1.356,-0.059,0.753,-53.467,126.953,-305.176
-0.979,-0.266,0.871,-80.811,135.315,-334.900
-0.476,-0.434,0.898,-102.417,151.550,-354.370
0.014,-0.669,0.881,-110.291,143.860,-364.014
0.637,-0.665,0.733,-84.167,116.272,-338.806
1.015,-0.862,0.635,-60.486,85.083,-340.027
1.202,-0.872,0.599,-35.889,21.423,-339.233
1.389,-0.821,0.712,-36.133,-18.921,-311.401
1.510,-0.851,0.895,-57.251,-38.696,-296.265
1.689,-0.899,0.934,-62.073,-39.001,-268.311
1.841,-0.906,0.891,-60.669,-34.119,-239.624
1.935,-0.890,0.832,-56.091,-35.889,-202.942
1.986,-0.836,0.808,-42.236,-42.358,-161.194
2.023,-0.797,0.743,-27.405,-46.814,-121.704
2.031,-0.774,0.667,-16.602,-52.856,-86.792
2.040,-0.768,0.613,-10.132,-60.669,-52.856
2.016,-0.738,0.585,-4.456,-70.557,-18.555
1.984,-0.761,0.568,2.563,-81.909,13.184
1.945,-0.837,0.572,8.789,-95.215,42.053
1.743,-0.858,0.555,17.700,-107.971,68.298
1.333,-0.751,0.603,23.743,-127.502,83.496
0.950,-0.647,0.690,30.212,-146.851,84.473
0.613,-0.617,0.760,36.377,-158.142,82.520
0.333,-0.545,0.779,36.865,-153.503,92.041
0.079,-0.421,0.791,39.185,-139.099,111.328
-0.212,-0.384,0.884,32.959,-117.981,137.878
-0.533,-0.171,1.067,13.367,-84.106,164.856
-0.924,0.119,1.227,-11.108,-33.447,186.279
-1.423,0.665,1.287,-52.307,2.014,233.154
-1.748,1.021,1.145,-36.255,-4.578,275.024
-1.874,1.355,0.997,-33.325,12.146,255.615
-1.798,1.453,0.833,-41.992,33.875,225.891
-1.529,1.287,0.789,-45.288,51.758,192.566
-1.175,1.040,0.825,-46.204,57.312,155.823
-0.930,0.836,0.916,-51.941,48.767,120.605
-0.776,0.731,0.987,-52.551,43.762,95.703
-0.647,0.683,0.989,-41.260,45.898,74.646
-0.555,0.659,0.948,-23.987,47.974,44.922
-0.500,0.603,0.917,-7.446,42.969,9.583
-0.458,0.537,0.901,7.874,34.424,-16.418
-0.372,0.479,0.914,17.212,29.175,-31.433
-0.255,0.410,0.950,19.043,27.039,-40.894
-0.111,0.326,0.979,16.724,25.330,-48.035
0.012,0.234,0.990,14.160,22.034,-53.772
0.121,0.170,1.001,11.047,19.836,-55.603
0.224,0.136,1.009,9.949,17.883,-54.871
0.276,0.120,1.002,10.193,15.686,-52.673
0.317,0.132,0.979,10.010,15.503,-48.767
0.335,0.136,0.949,8.911,15.930,-45.105
0.364,0.132,0.913,6.714,16.418,-41.138
0.401,0.123,0.888,3.784,14.893,-36.255
0.423,0.117,0.864,0.305,11.475,-29.907
0.435,0.119,0.860,-3.357,6.653,-22.766
0.460,0.158,0.856,-7.812,2.014,-15.442
0.387,0.105,0.905,-11.047,-5.310,-11.414
0.307,0.151,0.942,-18.677,-8.118,0.916
0.270,0.236,0.975,-17.212,-1.831,17.944
0.268,0.305,0.963,-10.071,7.263,25.085
0.198,0.279,0.941,-7.751,9.033,13.428
0.152,0.276,0.933,-2.319,3.540,9.155
0.124,0.297,0.960,1.282,1.770,9.216
0.097,0.286,0.963,-0.977,3.662,5.981
0.086,0.270,0.946,-1.343,4.089,5.127
0.084,0.273,0.941,-0.488,1.587,6.287
0.079,0.299,0.947,0.122,0.061,6.226
0.062,0.274,0.941,0.488,1.160,3.235
0.050,0.275,0.943,2.136,0.549,3.479
0.037,0.287,0.951,2.441,0.916,3.662
0.028,0.285,0.947,2.380,2.258,2.686
0.022,0.289,0.942,1.831,2.563,1.526
0.021,0.289,0.941,0.854,1.892,0.061
0.029,0.291,0.939,-0.366,1.038,-1.282
0.039,0.292,0.938,-1.465,0.244,-2.319
0.055,0.284,0.942,-2.380,-0.122,-3.540
0.071,0.283,0.944,-2.686,-0.183,-3.662
0.070,0.287,0.947,-3.113,-0.549,-3.052
0.078,0.292,0.952,-3.235,-1.221,-3.052
0.072,0.298,0.957,-3.784,-1.770,-3.418
0.080,0.294,0.950,-3.479,-2.136,-4.517
0.090,0.285,0.936,-3.052,-2.380,-5.371
0.101,0.281,0.931,-2.625,-2.747,-5.676
0.107,0.282,0.937,-2.136,-3.052,-5.859
0.115,0.279,0.936,-1.648,-2.869,-5.981
0.124,0.270,0.927,-1.221,-1.892,-5.737
0.133,0.264,0.924,-0.610,-1.099,-5.249
0.132,0.266,0.928,-0.305,-0.488,-4.089
0.130,0.268,0.935,0.732,0.244,-3.113
0.132,0.266,0.934,1.099,1.465,-2.563
0.133,0.261,0.939,1.404,2.747,-2.075
0.129,0.262,0.952,1.892,3.479,-1.404
0.127,0.262,0.957,2.014,4.028,-0.305

1.658,-0.686,0.982,-5.920,-10.193,-9.827
1.951,-0.931,1.090,-17.639,-23.010,29.175
1.994,-0.999,1.195,-22.583,-32.654,88.684
1.664,-1.045,1.163,-18.311,-35.217,153.259
1.076,-0.912,1.127,-9.827,-36.499,214.417
0.583,-0.734,0.929,10.010,-38.147,267.334
0.140,-0.565,0.765,20.996,-36.316,305.054
-0.198,-0.433,0.668,31.189,-30.701,331.177
-0.466,-0.346,0.635,40.649,-23.315,348.022
-0.806,-0.222,0.726,47.974,-20.569,358.521
-1.313,0.001,1.002,54.382,-28.076,352.844
-1.898,0.412,1.250,41.260,-36.499,333.557
-2.577,1.007,1.226,1.160,-37.048,295.044
-3.124,1.673,1.005,-38.879,-37.354,225.586
-3.531,2.077,0.710,-57.800,-35.461,139.648
-3.607,2.111,0.508,-31.921,-35.278,57.434
-3.315,1.794,0.579,-2.136,-32.959,-19.836
